int	string	string
10170301	Mecha/M1_202201/M1_LockSettings/M1_LockSetting_Main	机甲M1主锁定设置
10170302	Mecha/M1_202201/M1_LockSettings/M1_LockSetting_Main_AirPlane	机甲M1主锁定-飞机设置
10170401	Mecha/M1_202201/M1_LockSettings/M1_LockSetting_D1	机甲M1特殊武器（飞弹）锁定设置
10170501	Mecha/M1_202201/M1_LockSettings/M1_Locksetting_AirPlane	机甲M1特殊装置（飞机）锁定设置
10170601	Mecha/M1_202201/M1_Common/M1_Reload	机甲M1换弹
10170701	Mecha/M1_202201/M1_LockSettings/M1_LockSetting_A2	矛隼导弹技能锁定
10170702	Mecha/M1_202201/M1_LockSettings/M1_LockSetting_A2_Airplane	矛隼导弹技能飞机锁定
10170801	Mecha/M1_202201/M1_LockSettings/M1_LockSetting_B3	矛隼火箭弹技能锁定
10180150	Mecha/M1_202201/M1_Skill_Change/M1_Skill_Sp1_Cg/M1_Skill_Sp1_Cg	矛隼修复无人机配置
10180151	Mecha/M1_202201/M1_Skill_Change/M1_Skill_Sp1_Cg/M1_Skill_Sp1_Cg_Buff	矛隼修复无人机BUFF配置（对自身）
10180152	Mecha/M1_202201/M1_Skill_Change/M1_Skill_Sp1_Cg/M1_Skill_Sp1_Cg_LockSetting	矛隼修复无人机锁定配置
10180153	Mecha/M1_202201/M1_Skill_Change/M1_Skill_Sp1_Cg/M1_Skill_Sp1_Cg_TimeBuff	矛隼修复无人机连按计时器
10180154	Mecha/M1_202201/M1_Skill_Change/M1_Skill_Sp1_Cg/M1_Skill_Sp1_Cg_EndBuff	矛隼修复无人机，buff结束技能发14信号
10180155	Mecha/M1_202201/M1_Skill_Change/M1_Skill_Sp1_Cg/M1_Skill_Sp1_Cg_Buff_Other	矛隼修复无人机BUFF配置（对别人）
10180156	Mecha/M1_202201/M1_Skill_Change/M1_Skill_Sp1_Cg/M1_Skill_Sp1_Cg_UIBuff	矛隼_特武1_换装2_修复无人机UI显示buff
10180157	Mecha/M1_202201/M1_Skill_Change/M1_Skill_Sp1_Cg/M1_Skill_Sp1_Cg_Buff_Other_Uav	矛隼_特武1_换装2_修复无人机  无人机表现buff，治疗队友
10180158	Mecha/M1_202201/M1_Skill_Change/M1_Skill_Sp1_Cg/M1_Skill_Sp1_Cg_Buff_Uav	矛隼_特武1_换装2_修复无人机  无人机表现buff，治疗自身
10180201	Mecha/M1_202201/M1_SkillD2/M1_SkillD2	机甲M1特殊装置：战斗变形
10180202	Mecha/M1_202201/M1_SkillD2/M1_SkillD2_BanAbility_Buff	机甲M1特殊装置：沉默Buff
10180203	Mecha/M1_202201/M1_SkillD2/M1_SkillD2_SkillReplace_Buff	机甲M1特殊装置：替换相关技能
10180205	Mecha/M1_202201/M1_SkillD2/M1_SkillD2_AirPlaneBuff	机甲M1特殊装置：飞机状态相关Buff
10180206	Mecha/M1_202201/M1_SkillD2/M1_SkillD2_Aim_Buff	机甲M1特殊装置：瞄准框增加Buff
10190101	visionbuff/M1_SkillA1_visionbuff	小白第一个主武器的给自己的第一个视野buff
10190111	visionbuff/M1_SkillA1_visiondebuff	小白第一个主武器的给目标的第一个视野buff
10210101	Mecha/M2/M2_SkillA1/M2_SkillA1_1	恩赫里亚主武器利刃
10210102	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile1	恩赫里亚主武器第一段子弹
10210103	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile2	恩赫里亚主武器第二段子弹
10210104	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile3	恩赫里亚主武器第三段子弹
10210105	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile4	恩赫里亚主武器第三段子弹2
10210106	Mecha/M2/M2_SkillA1/M2_SkillA1_LockSetting	恩赫里亚主武器锁定配置
10210107	Mecha/M2/M2_SkillA1/M2_SkillA1_2	恩赫里亚主武器利刃第二段
10210108	Mecha/M2/M2_SkillA1/M2_SkillA1_3	恩赫里亚主武器利刃第三段
10210109	Mecha/M2/M2_SkillA1/M2_SkillA1_SwitchBuff1	恩赫里亚主武器连招切换1
10210110	Mecha/M2/M2_SkillA1/M2_SkillA1_SwitchBuff2	恩赫里亚主武器连招切换2
10210111	Mecha/M2/M2_SkillA1/M2_SkillA1_MeleeBuff	恩赫里亚主武器无重力BUFF
10210115	Mecha/M2/M2_SkillA1/M2_SkillA1_SwitchBuff1_1	恩赫里亚主武器连招切换1（幻影）
10210116	Mecha/M2/M2_SkillA1/M2_SkillA1_SwitchBuff2_1	恩赫里亚主武器连招切换2（幻影）
10210117	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash2	恩赫里亚三段近战微小位移
10210118	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash3	恩赫里亚二段近战刀推
10210119	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash4	恩赫里亚三段近战刀推
10210120	Mecha/M2/M2_SkillA1/M2_SkillA1_MeleeJudgeBuff	恩赫里亚弹刀检测BUFF
10210121	Mecha/M2/M2_SkillA1/M2_SkillB3_MeleeJudgeProjectile	恩赫里亚弹刀检测子弹
10210122	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeBounce	恩赫里亚弹刀硬直曲线
10210123	Mecha/M2/M2_SkillA1/M2_SkillA1_FlashSwitch	恩赫里亚幻影切换BUFF
10210124	Mecha/M2/M2_SkillA1/M2_SkillA1_FlashSwitch2	恩赫里亚幻影切换BUFF2
10210125	Mecha/M2/M2_SkillA1/M2_SkillA1_StiffBuff	恩赫里亚弹刀子弹BUFF
10210126	Mecha/M2/M2_Move/MoveDefinition/M2_EscapePodMoveDefinition	恩赫里亚逃生舱移动逻辑
10210127	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash5	恩赫里亚刀推追踪曲线
10210128	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash6	恩赫里亚刀推追踪曲线2
10210129	Mecha/M2/M2_SkillA1/M2_SkillA1_FlashSwitch3	恩赫里亚幻影切换BUFF3
10210130	Mecha/M2/M2_SkillB1/M2_SkillB1_HookAction	恩赫里亚钩爪延迟动作BUFF
10210131	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash7	恩赫里亚无锁定推进刀推
10210132	Mecha/M2/M2_SkillA1/M2_SkillA1_MeleeOFF	恩赫里亚无锁定刀推切换
10210133	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile8	恩赫里亚近战子弹8（幻影原二段2）
10210134	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile5	恩赫里亚近战子弹5（幻影一段添加）
10210135	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile9	恩赫里亚近战子弹9（幻影三段添加）
10210136	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile6	恩赫里亚近战子弹6（幻影原一段1）
10210137	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile7	恩赫里亚近战子弹7（幻影原二段1）
10210141	Mecha/M2/M2_SkillB5/M2_SkillB5_NormalMove	恩赫里亚浮游剑移动组件
10210142	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash8	恩赫里亚掌炮追踪刀推Buff
10210143	Mecha/M2/M2_SkillA1/M2_SkillA1_NoTargetBuff	恩赫里亚第一段无目标Buff
10210144	Mecha/M2/M2_SkillA1/M2_SkillA1_NoTarget_Air	恩赫里亚第一段无目标空中
10210145	Mecha/M2/M2_SkillA1/M2_SkillA1_NoTarget_Land	恩赫里亚第一段无目标地面
10210146	Mecha/M2/M2_SkillA1/M2_SkillA1_BanA2	恩赫里亚近战时禁用近防炮buff
10210147	Mecha/M2/M2_SkillA1/M2_SkillA1_SwitchBuff3	恩赫里亚第三段切换Buff
10210148	Mecha/M2/M2_SkillA1/M2_SkillA1_EarlyTerminationBuff	恩赫里亚近战提前结束Buff
10210149	Mecha/M2/M2_SkillA1/M2_SkillA1_BanBoost	恩赫里亚近战禁用冲刺Buff
10210150	Mecha/M2/M2_SkillA1/M2_SkillA1_ClearGravityBuff	恩赫里亚近战清空重力Buff
10210151	Mecha/M2/M2_SkillA1/M2_SkillA1_KepUpBoost	恩赫里亚弹起推进冲刺Buff
10210199	Mecha/M2/M2_SkillA1/M2_SkillA1_MeleeDelay	恩赫里亚近战后摇延时buff
10210200	Mecha/M2/M2_SkillA1/M2_SkillA1_BanSkillBuff	恩赫里亚近战期间禁用技能Buff
10210201	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile10	恩赫里亚近战子弹10
10210202	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile11	恩赫里亚近战子弹11
10210203	Mecha/M2/M2_SkillA1/M2_SkillA1_Projectile1_1	恩赫里亚高砍低近战
10220101	Mecha/M2/M2_SkillA2/M2_SkillA2	恩赫里亚近防炮配置
10220102	Mecha/M2/M2_SkillA2/M2_SkillA2_LockSetting	恩赫里亚近防炮锁定配置
10220103	Mecha/M2/M2_SkillA2/M2_SkillA2_Projectile	恩赫里亚近防炮子弹配置
10220104	Mecha/M2/M2_SkillA2/M2_SkillA2_2	恩赫里亚勾爪模式近防炮配置
10220105	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_1_Cg	恩赫里亚换装近战第一段
10220106	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_2_Cg	恩赫里亚换装近战第二段
10220107	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_Projectile	恩赫里亚换装近战子弹
10220108	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_SwitchBuff	恩赫里亚换装近战切换buff
10220109	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_MeleeDash	恩赫里亚换装近战刀推配置
10220110	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_Projectile_2	恩赫里亚换装近战子弹2
10220111	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_Projectile_3	恩赫里亚换装近战子弹3
10220112	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_UAV	恩赫里亚换装近战无人机配置
10220113	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_UAV_Attack	恩赫里亚换装近战无人机攻击配置
10220114	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_UAV_PassiveSkill	恩赫里亚换装近战无人机被动
10220115	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_UAV_CreatDoodad	恩赫里亚换装近战无人机创建doodad
10220116	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_UAV_Doodad	恩赫里亚换装近战无人机doodad
10220117	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_Dash	恩赫里亚换装近战后撤短冲移动配置
10220118	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_Projectile_1_2	恩赫里亚换装近战子弹1_2
10220119	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_Projectile_1_3	恩赫里亚换装近战子弹1_3
10220120	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_Projectile_1_4	恩赫里亚换装近战子弹1_4
10220121	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_Projectile_1_5	恩赫里亚换装近战子弹1_5
10220122	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_MeleeDash_2	恩赫里亚换装近战刀推2无目标
10220123	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_LockSetting	恩赫里亚换装近战锁定配置
10220124	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_ReplayUIbuff	恩赫里亚换装近战重置UIbuff
10220125	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_MeleeDash_3	恩赫里亚换装近战刀推3小冲刺
10220126	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_UAV_Doodad_Component	恩赫里亚换装近战doodad伤害组件
10220127	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_UAV_PassiveSkillComponent	恩赫里亚换装近战无人机被动技能组件
10220128	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_UAV_SkillComponent	恩赫里亚换装近战无人机技能组件
10220129	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_InterruptedBuff	恩赫里亚换装近战检测打断buff
10220130	Mecha/M2/M2_Skill_Change/M2_Skill_A2_Cg/M2_Skill_A2_Cg_InterruptedInputBuff	恩赫里亚换装近战检测打断输入buff
10230101	Mecha/M2/M2_Move/MoveDefinition/M2_BoostDef	恩赫里亚推进冲刺配置
10230102	Mecha/M2/M2_Move/MoveDefinition/M2_BreakdownMove	恩赫里亚瘫痪配置
10230103	Mecha/M2/M2_Move/MoveDefinition/M2_Dash	恩赫里亚幻影形态短冲配置
10230104	Mecha/M2/M2_Move/MoveDefinition/M2_DvaDash	恩赫里亚高速飞行配置
10230105	Mecha/M2/M2_Move/MoveDefinition/M2_FlyMove	恩赫里亚飞行配置
10230106	Mecha/M2/M2_Move/MoveDefinition/M2_HighSpeedStopFly	恩赫里亚快速下落配置
10230107	Mecha/M2/M2_Move/MoveDefinition/M2_JumpMove	恩赫里亚跳跃配置
10230108	Mecha/M2/M2_Move/MoveDefinition/M2_LandStiff	恩赫里亚落地硬直配置
10230109	Mecha/M2/M2_Move/MoveDefinition/M2_NormalMove	恩赫里亚普通移动配置
10230110	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash1	恩赫里亚刀推配置1
10230201	Mecha/M2/M2_Move/Fly/M2_Jump	恩赫里亚跳跃配置
10230202	Mecha/M2/M2_Move/Fly/M2_FlyBuff	恩赫里亚飞行BUFF
10230203	Mecha/M2/M2_Move/Fly/M2_JumpCheckBuff	恩赫里亚跳跃检测BUFF
10230301	Mecha/M2/M2_Move/Boost/M2_Boost	恩赫里亚推进冲刺配置
10230302	Mecha/M2/M2_Move/Boost/M2_BoostBuff	恩赫里亚推进冲刺能耗BUFF
10230303	Mecha/M2/M2_Move/MoveDefinition/M2_FlyMoveBoost	恩赫里亚飞行冲刺配置
10230304	Mecha/M2/M2_Move/MoveDefinition/M2_JumpMoveBoost	恩赫里亚跳跃冲刺配置
10230305	Mecha/M2/M2_Move/MoveDefinition/M2_NormalMoveBoost	恩赫里亚普通冲刺配置
10230306	Mecha/M2/M2_Move/MoveDefinition/M2_FlyMoveBoostJump	恩赫里亚冲刺飞行起跳配置
10230307	Mecha/M2/M2_Move/Boost/M2_BoostDashBuff	恩赫里亚冲刺BUFF
10230308	Mecha/M2/M2_Move/Boost/M2_BoostDashBuff_Fly	恩赫里亚飞行冲刺BUFF
10230309	Mecha/M2/M2_Move/MoveDefinition/M2MoveComponent	移动组件数据
10230310	Mecha/M2/M2_Move/MoveDefinition/M2_UAV_Unit_DefinitonMoveComponent	移动组件数据
10250120	Mecha/M5/M5_SkillB1/M5_SkillB1_UAV_Steath	鸣神无人机隐身技能
10250121	Mecha/M5/M5_SkillB1/M5_SkillB1_UAV_Land	鸣神无人机落地播特效
10250122	Mecha/M5/M5_SkillB1/M5_SkillB1_UAV_Born	鸣神无人机出生
10250123	Mecha/M5/M5_SkillA2/M5_SkillA2_UI	鸣神开镜UI
10260101	Mecha/M2/M2_PassiveSkillDef/M2_PassiveSkillDef1	恩赫里亚结束飞行配置
10260102	Mecha/M2/M2_Move/MoveDefinition/M2_Dash_normal	恩赫里亚闪避短冲配置
10260103	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash1_Air	恩赫里亚近战起手有目标空中刀推
10260104	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash7_Air	恩赫里亚近战起手无目标空中刀推
10260105	Mecha/M2/M2_Move/HighSpeedStopFly/M2_HighSpeedStopFly	恩赫里亚快速下落技能
10260106	Mecha/M2/M2_Move/MoveDefinition/M2_MeleeDash1_High	恩赫里亚高砍低
10270101	Mecha/M2/M2_CrossHair/M2_CrossHair	恩赫里亚准星配置
10270102	Mecha/M2/M2_CrossHair/M2_CrossHair_Dva	恩赫里亚冲刺准星配置
10280101	Mecha/M2/M2_SkillB3/M2_SkillB3	恩赫里亚幻影系统配置
10280102	Mecha/M2/M2_SkillB3/M2_SkillB3_EnergyBuff	恩赫里亚幻影系统能耗
10280103	Mecha/M2/M2_SkillB3/M2_SkillB3_Move	恩赫里亚幻影系统短冲
10280104	Mecha/M2/M2_SkillB3/M2_SkillB3_UAV	恩赫里亚闪避残影配置
10280105	Mecha/M2/M2_SkillB3/M2_SkillB3_UAV_CreatDoodad	恩赫里亚闪避残影生成干扰点配置
10280106	Mecha/M2/M2_SkillB3/M2_SkillB3_UAV_PassiveSkill	恩赫里亚闪避残影嘲讽被动
10280107	Mecha/M2/M2_SkillB3/M2_SkillB3_UAV_Doodad	恩赫里亚闪避干扰中心点
10280108	Mecha/M2/M2_SkillB3/M2_SkillB3_Buff_Taunt	恩赫里亚残影嘲讽BUFF
10280109	Mecha/M2/M2_SkillB3/M2_SkillB3_Sheild	恩赫里亚幻影系统闪避立场
10280110	Mecha/M2/M2_SkillB3/M2_SkillB3_Doodad_DamageComponent	恩赫里亚幻影系统伤害组件
10280111	Mecha/M2/M2_SkillB3/M2_SkillB3_Buff_Move	恩赫里亚幻影状态下闪避BUFF
10280112	Mecha/M2/M2_SkillB3/M2_SkillB3_Buff_Unlock	恩赫里亚幻影状态下瞬间脱锁BUFF
10280113	Mecha/M2/M2_SkillB3/M2_SkillB3_UIbuff	恩赫里亚幻影系统UI显示Buff
10280114	Mecha/M2/M2_SkillB3/M2_SkillB3_CD1	恩赫里亚幻影系统结束CD
10280115	Mecha/M2/M2_SkillB3/M2_SkillB3_CD2	恩赫里亚幻影系统结束CD
10280116	Mecha/M2/M2_SkillB3/M2_SkillB3_CD3	恩赫里亚幻影系统结束CD
10280117	Mecha/M2/M2_SkillB3/M2_SkillB3_Timer_Buff	恩赫里亚幻影系统计时buff
10280201	Mecha/M2/M2_SkillB1/M2_SkillB1_1	恩赫里亚钩爪主配置
10280202	Mecha/M2/M2_SkillB1/M2_SkillB1_2	恩赫里亚掌炮配置
10280203	Mecha/M2/M2_SkillB1/M2_SkillB1_SwitchBuff	恩赫里亚钩爪切换BUFF
10280204	Mecha/M2/M2_SkillB1/M2_SkillB1_Projectile	恩赫里亚钩爪检测子弹
10280205	Mecha/M2/M2_SkillB1/M2_SkillB1_Doodad	恩赫里亚钩爪锚点
10280206	Mecha/M2/M2_SkillB1/M2_SkillB1_HookMove	恩赫里亚钩爪移动配置
10280207	Mecha/M2/M2_SkillB1/M2_SkillB1_Projectile2	恩赫里亚掌炮子弹配置
10280208	Mecha/M2/M2_Move/MoveDefinition/M2_SkillB1_Repel	恩赫里亚掌炮击退曲线
10280209	Mecha/M2/M2_SkillB1/M2_SkillB1_StopMove	恩赫里亚勾爪移动足止BUFF
10280210	Mecha/M2/M2_SkillB1/M2_SkillB1_OffBuff	恩赫里亚钩爪切换关闭BUFF
10280211	Mecha/M2/M2_SkillB1/M2_SkillB1_InterferenceBuff	恩赫里亚钩爪电子干扰BUFF
10280212	Mecha/M2/M2_SkillB1/M2_SkillB1_InterferenceBuff_1	恩赫里亚电子干扰施加BUFF
10280213	Mecha/M2/M2_SkillB1/M2_SkillB1_LockSetting	恩赫里亚钩锁锁定配置
10280214	Mecha/M2/M2_SkillB1/M2_SkillB1_Look	恩赫里亚钩锁UIbuff
10280215	Mecha/M2/M2_SkillB1/M2_SkillB1_Look_2	恩赫里亚钩锁UIBUFF2
10280216	Mecha/M2/M2_SkillB1/M2_SkillB1_ProtectBuff	恩赫里亚电磁干扰保护
10280217	Mecha/M2/M2_Move/MoveDefinition/M2HookComponent	恩赫里亚钩锁组件
10280218	Mecha/M2/M2_SkillB1/M2_SkillB1_SwitchBuffOFF	恩赫里亚钩锁切换BUFF
10280219	Mecha/M2/M2_SkillB1/M2_SkillB1_Doodad_MoveComponent	恩赫里亚钩爪doodad移动组件
10280301	Mecha/M2/M2_SkillB4/M2_SkillB4	恩赫里亚召唤无人机技能
10280302	Mecha/M2/M2_SkillB4/M2_UAV_Unit_Definiton	恩赫里亚召唤无人机definition
10280303	Mecha/M2/M2_SkillB4/M2_SkillB4_Switch_Back	恩赫里亚的无人机切换回机甲
10280304	Mecha/M2/M2_SkillB4/M2_SkillB4_Deposit	恩赫里亚的无人机托管
10280305	Mecha/M2/M2_Move/MoveDefinition/M2_UAV_Fly	恩赫里亚的无人机移动模式
10280306	Mecha/M2/M2_SkillB4/M2_SkillB4_UAV_LockSetting	恩赫里亚无人机锁定
10280307	Mecha/M2/M2_SkillB4/M2_SkillB4_EMP	恩赫里亚无人机电磁干扰
10280308	Mecha/M2/M2_SkillB4/M2_EMP_Projectile	恩赫里亚无人机电磁干扰子弹
10280309	Mecha/M2/M2_SkillB4/M2_SkillB4_Switch	恩赫里亚本体切换为无人机
10280310	Mecha/M2/M2_SkillB4/M2_SkillB4_UAVRecycle	恩赫里亚无人机主动回收
10280311	Mecha/M2/M2_SkillB4/M2_SkillB4_SwitchBuff	恩赫里亚无人机开启判定
10280312	Mecha/M2/M2_CrossHair/M2_CrossHair_UAV	恩赫里亚无人机准星
10280401	Mecha/M2/M2_SkillB5/M2_SkillB5	恩赫里亚浮游剑主技能配置
10280402	Mecha/M2/M2_SkillB5/M2_SkillB5_Attack	恩赫里亚浮游剑攻击配置
10280403	Mecha/M2/M2_SkillB5/M2_SkillB5_UAV_Main	恩赫里亚浮游剑绑定无人机
10280404	Mecha/M2/M2_SkillB5/M2_SkillB5_UAV_FlyMove	恩赫里亚浮游剑移动配置
10280405	Mecha/M2/M2_SkillB5/M2_SkillB5_UAV_FollowMove	恩赫里亚浮游剑跟随配置
10280406	Mecha/M2/M2_SkillB5/M2_SkillB5_LockSetting	恩赫里亚浮游剑锁定配置
10280407	Mecha/M2/M2_SkillB5/M2_SkillB5_Back	恩赫里亚浮游剑回归技能
10280408	Mecha/M2/M2_SkillB5/M2_SkillB5_End	恩赫里亚浮游剑结束技能
10280409	Mecha/M2/M2_SkillB5/M2_SkillB5_Endbuff	恩赫里亚浮游剑结束给本体的BUFF
10280410	Mecha/M2/M2_SkillB5/M2_SkillB5_Move	恩赫里亚浮游剑移动技能
10280411	Mecha/M2/M2_SkillB5/M2_SkillB5_Attack_LockSetting	恩赫里亚浮游剑攻击锁定配置
10280412	Mecha/M2/M2_SkillB5/M2_SkillB5_AttackBullet	恩赫里亚浮游剑攻击子弹
10280413	Mecha/M2/M2_SkillB5/M2_SkillB5_UAV_MoveComponent	恩赫里亚浮游剑移动组件
10280414	Mecha/M2/M2_SkillB5/M2_SkillB5_Fly	恩赫里亚浮游剑开启飞行状态技能
10280415	Mecha/M2/M2_SkillB5/M2_SkillB5_AttackBuff	恩赫里亚浮游刃伤害BUFF
10280416	Mecha/M2/M2_SkillB5/M2_SkillB5_AttackBuff1	恩赫里亚浮游刃飞刃攻击特效BUFF
10280417	Mecha/M2/M2_SkillB5/M2_SkillB5_AttackBuff2	恩赫里亚浮游剑检测隐身Buff
10280418	Mecha/M2/M2_SkillB5/M2_SkillB5_Timer	恩赫里亚浮游刃计时UI
10280419	Mecha/M2/M2_SkillB5/M2_SkillB5_AttackShowBuff	恩赫里亚浮游刃伤害特效BUFF
10310101	Mecha/M3/M3_SkillA1/M3_SkillA1	龙渊主武器
10310102	Mecha/M3/M3_LockSettings/M3_LockSettings_SkillA1	龙渊主武器锁定
10310103	Mecha/M3/M3_SkillA1/M3_SkillA1_Projectile	龙渊主武器子弹
10310104	Mecha/M3/M3_SkillA1/M3_SkillA1_Unicorn	龙渊爆甲后主武器
10310105	Mecha/M3/M3_SkillA1/M3_Unicorn_Projectile	龙渊爆甲后主武器子弹
10310106	Mecha/M3/M3_SkillA1/M3_Switch	龙渊爆甲前切换武器技能
10310107	Mecha/M3/M3_SkillA1/M3_Switch_Buff	龙渊爆甲前切换武器BUFF
10320101	Mecha/M3/M3_SkillA2/M3_SkillA2	龙渊副武器
10320102	Mecha/M3/M3_SkillA2/M3_SkillA2_Shield	龙渊副武器护盾
10320103	Mecha/M3/M3_SkillA2/M3_BanshieldBuff	盾被击破后永久禁用buff
10330101	Mecha/M3/M3_Move/MoveDefinition/M3_BreakdownMove	龙渊瘫痪配置
10330102	Mecha/M3/M3_Move/MoveDefinition/M3_DvaDash	龙渊高速飞行配置
10330103	Mecha/M3/M3_Move/MoveDefinition/M3_FlyMove	龙渊飞行配置
10330104	Mecha/M3/M3_Move/MoveDefinition/M3_FlyMoveBoost	龙渊冲刺飞行配置
10330105	Mecha/M3/M3_Move/MoveDefinition/M3_JumpMove	龙渊跳跃配置
10330106	Mecha/M3/M3_Move/MoveDefinition/M3_JumpMoveBoost	龙渊冲刺跳跃配置
10330107	Mecha/M3/M3_Move/MoveDefinition/M3_LandStiff	龙渊落地硬直配置
10330108	Mecha/M3/M3_Move/MoveDefinition/M3_NormalMove	龙渊普通移动配置
10330109	Mecha/M3/M3_Move/MoveDefinition/M3_NormalMoveBoost	龙渊冲刺普通移动配置
10330110	Mecha/M3/M3_Move/MoveDefinition/M3_HighSpeedStopFly	龙渊快速下落配置
10330111	Mecha/M3/M3_Move/MoveDefinition/M3_BoostDef	龙渊推进冲刺配置
10330112	Mecha/M3/M3_Move/MoveDefinition/M3_FlyMoveBoostJump	龙渊冲刺飞行起跳
10330113	Mecha/M3/M3_Move/MoveDefinition/M3_EscapePodMoveDefinition	龙渊逃生舱位移配置
10330114	Mecha/M3/M3_Move/MoveDefinition/M3MoveComponent	龙渊移动组件数据
10330115	Mecha/M3/M3_Move_2/Boost/M3_Boost_2	龙渊爆甲后冲刺
10330116	Mecha/M3/M3_Move_2/Boost/M3_BoostBuff_2	龙渊爆甲后冲刺Buff
10330117	Mecha/M3/M3_Move_2/Boost/M3_BoostDashBuff_2	龙渊爆甲后冲刺提速Buff
10330118	Mecha/M3/M3_Move_2/Boost/M3_BoostDashBuff_Fly_2	龙渊爆甲后冲刺提速Buff_空中
10330119	Mecha/M3/M3_Move_2/Fly/M3_BoostJump_2	龙渊爆甲后冲刺跳跃
10330120	Mecha/M3/M3_Move_2/Fly/M3_FlyBuff_2	龙渊爆甲后飞行Buff
10330121	Mecha/M3/M3_Move_2/Fly/M3_Jump_2	龙渊爆甲后跳跃
10330123	Mecha/M3/M3_Move_2/MoveDefinition/M3_BoostDef_2	龙渊爆甲后冲刺配置
10330124	Mecha/M3/M3_Move_2/MoveDefinition/M3_FlyMove_2	龙渊爆甲后飞行配置
10330125	Mecha/M3/M3_Move_2/MoveDefinition/M3_FlyMoveBoost_2	龙渊爆甲后冲刺飞行配置
10330126	Mecha/M3/M3_Move_2/MoveDefinition/M3_FlyMoveBoostJump_2	龙渊爆甲后地面冲刺起跳配置
10330127	Mecha/M3/M3_Move_2/MoveDefinition/M3_JumpMove_2	龙渊爆甲后跳跃配置
10330128	Mecha/M3/M3_Move_2/MoveDefinition/M3_JumpMoveBoost_2	龙渊爆甲后冲刺跳跃配置
10330129	Mecha/M3/M3_Move_2/MoveDefinition/M3_LandStiff_2	龙渊爆甲后落地硬直配置
10330130	Mecha/M3/M3_Move_2/MoveDefinition/M3_NormalMove_2	龙渊爆甲后普通移动配置
