int	string	string	int	int[]	int[]	string	string	float	int	float	int	int	int	int	float	float	int	int	float	float	int	int	int	bool	int	int	bool	int	int	int	int	int	int	int	float	bool	float	float	float	int	int	int	int	int	int	bool	bool	bool	bool	int	int	int	Vector3	Rect[]	float	Vector3	float	int	int	float	string	int[]	float	float	float	float	float	float	float	Vector3[][]	bool	string	bool	MechaTagLevel[].int	MechaTagLevel[].int	string	bool	bool	string[]	int[]	enum.NpcType	bool	bool	float	bool	enum.TeammateLockShowMode	float	enum.EntranceType	float	float	Vector3	float	float	float	Vector3	int[]	float[]	bool	int	int	bool	bool	bool	enum.UnitInteractivityType
149	Mecha/NPC/TowerCore/TowerCoreView.model.asset	柯斯托克兵工厂：防御塔核心		10	48	防御塔核心		8	1000000	0	0	0	0	0	0	0	0	0	0	3	0	0	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0					0	0	0	0_12_0	0_0_0_0	0	0_0_0	0	600	0		Level/KirstokArsenal/NPC/KA_TowerCore_Main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/TowerCore/NPC_TowerCore.prefab					4	0	0	0	False	2																		0
150	Mecha/NPC/M5_Mecha/M5_Sp2_Cg2_BombView.model.asset	鸣神特武2换装2_电磁脉冲发射器		10	47			0	999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	1	1	0	0	0			0		0	0	0		SkillNPC/M5_Sp2_Cg2_Bomb															Prefabs/Entity/NPC/M5_Mecha/M5_Sp2_Cg2_Bomb_Collider.prefab	0			1209,1224,1779	0			0	True	0																		1
151	Mecha/NPC/NH/QingJian.model.asset	Makalu-五金测试		10	49	白霄		8	200000	0	0	1	0	0	0	0	0	0	0	0	0	0	0		10000	100		0	1	0	0	0	0	100	0		0	0	0	0	0	0	0	0	0					0	0	0	0_7.5_0	0_0_0_0	0	0_0_0	0	0	0		NPC/Test/TestNPC	0,1,2,3,4														Prefabs/Entity/NPC/QingJian/NPC_QingJian.prefab				664	2	1	1	0	True	1																		0
152	Mecha/NPC/NT1/ProSS_NTView.model.asset	肩部扩展装甲-左		10,24	2,2			18	80000	0	200000	0	0	0	0	0	0	0	0	3	0	3500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0					0	0	0	0_9_0	0_0_0_0	0	0_0_0	0	600	0		NPC/NT/ProSS_NT_Main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NT/NPC_ProSS_NT1.prefab					4	1	1	0	False	2																		0
153	Mecha/NPC/NT1/ProSS_NTView.model.asset	肩部扩展装甲-右		10,24	2,2			18	80000	0	200000	0	0	0	0	0	0	0	0	3	0	3500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0					0	0	0	0_9_0	0_0_0_0	0	0_0_0	0	600	0		NPC/NT/ProSS_NT_Main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NT/NPC_ProSS_NT1.prefab					4	1	1	0	False	2																		0
154	Mecha/NPC/NT1/ProSS_NTView.model.asset	手部线控兵器-左		10,24	2,2			18	80000	0	200000	0	0	0	0	0	0	0	0	3	0	3500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0					0	0	0	0_9_0	0_0_0_0	0	0_0_0	0	600	0		NPC/NT/ProSS_NT_Main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NT/NPC_ProSS_NT1.prefab					4	1	1	0	False	2																		0
155	Mecha/NPC/NT1/ProSS_NTView.model.asset	手部线控兵器-右		10,24	2,2			18	80000	0	200000	0	0	0	0	0	0	0	0	3	0	3500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0					0	0	0	0_9_0	0_0_0_0	0	0_0_0	0	600	0		NPC/NT/ProSS_NT_Main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NT/NPC_ProSS_NT1.prefab					4	1	1	0	False	2																		0
157	Mecha/NPC/NH_M12/BaiXiao_48_Test.model.asset	玛什马克：Makalu		10,11,40	51,5,157	马卡鲁	Makalu	8	1000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0		10000	100		0	1	0	0	0	0	100	0		0	0	0	0	0	0	0	0	0					0	0	0	0_30_0	0_0_0_0	0	0_0_0	0	0	0		NPC/Makalu/BT_BW_Boss_Makalu_Main	0,1,2,3,4														Prefabs/Entity/NPC/Makalu/PM_Makalu_Main.prefab				1545,1903	2	1	1	0	True	1												1						0
159	Mecha/NPC/UrbanTank/UrbanTankView.model.asset	玛什马克：技能B_肩部拓展装甲		10	52	肩部		5.5	80000	0	2000	0	0	0	0	0	0	0	0	3	0	500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0_3_0	0_0_0_0	0	0_0_0	0	600	0		NPC/Common/EmptyNPC/EmptyNPC	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/Makalu/PM_Makalu_SkillB_ShoulderArmor.prefab					4	1	1	0	False	0										1895	0							0
160	Mecha/NPC/NTI3/NTI3HView.model.asset	玛什马克：技能C_攻防一体盾		10	55	肩部		18	80000	0	200000	0	0	0	0	0	0	0	0	3	0	3500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0_9_0	0_0_0_0	0	0_0_0	0	600	0		NPC/Makalu/SkillC/Makalu_SkillC_Shield	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NTI3/NPC_NTI3I.prefab					4	0	0	0	True	0																		0
161		德拉姆特武3换装1_炮台攻击无人机B		10	50			0	999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	1	1	0	0	0			0		0	0	0		SkillNPC/M9_Sp3_Cg1_B																1			1067,1474,1325	5			0	True	0																		0
162		德拉姆特武3换装1_炮台攻击无人机C		10	50			0	999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	1	1	0	0	0			0		0	0	0		SkillNPC/M9_Sp3_Cg1_C																1			1067,1482,1325	5			0	True	0																		0
163	Mecha/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_EmptyPrefab_A_LView.model.asset	德拉姆特武2换装2_防御无人机A_L		10,24	53,17			0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	1	1	0	0	0			0		0	0	0																	Prefabs/Entity/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_PhysicsModel.prefab	1			1504,1505	5			0	True	0																		0
164	Mecha/NPC/M3_Mecha/M3_Sp2_Cg2_ZiLvNpcView.model.asset	龙渊特武2换装2_光束自律兵器		10	54			0	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		0	0	1	0	0	0			0		0	0	0		SkillNPC/M3_Sp2_Cg2_ZiLvNpc															Prefabs/Entity/NPC/M3_Mecha/M3_Sp2_Cg2_ZiLvNpc_Server.prefab	1			1564,1894,1902	5			0	True	0														800				2
165	Mecha/NPC/UrbanTank/UrbanTankView.model.asset	密斯之眼：乌尔班坦克		10	45			5.5	9750	0	0	0	0	0	0	0	0	0	0	3	0	0	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1	0.5	0	0	0	0	0	0					0	0	0	0_3_0	0_0_0_0	0	0_0_0	0	0	0		NPC/UrbanTank/Cairo_UrbanTank_Main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NV1/UrbanTank.prefab					4	1	1	0	False	2																		0
166	Mecha/NPC/NR2/NR2A_Body_1_SkinView.model.asset	密斯之眼：铜斑蛇导弹版		10	29			12	6000	0	3750	0	0	0	1	0	0	0	0.5	3	0	1000	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1	0.5	0	0	0	0	0	0					0	0	0	0_6.5_0	0_0_0_0	0	0_0_0	0	0	0		NPC/NR2B/Cairo_NR2B_Artillery_main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NR2B/NPC_NR2B.prefab				610180206	4			0	False	2																		0
167	Mecha/NPC/NTI3/NTI3CView.model.asset	提拉桑运输线4K：车头						8	1500000	0	50000	0	0	0	0	0	0	0	1	3	0	3000	0		0	0	1	0	0	0	0	0	0	0	3		0.1	3		0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/ProSS_1/NPC/ProSS_NV4	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NTI3/NPC_NTI3C.prefab				1557	1	1	1	0	False	1																		0
168	Mecha/NPC/NTI3/NTI3DView.model.asset	提拉桑运输线4K：车厢						8	1500000	0	50000	0	0	0	0	0	0	0	1	3	0	3000	0		0	0	1	0	0	0	0	0	0	0	3		0.1	3		0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/ProSS_1/NPC/ProSS_NV4	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NTI3/NPC_NTI3D.prefab				1557	1	1	1	0	False	1																		0
169	Mecha/NPC/NV4/NV4_1View.model.asset	提拉桑运输线4K：进攻方运载机		9,10	11,2			8	1500000	0	50000	0	0	0	0	0	0	0	1	3	0	3000	0		0	0	1	0	0	0	0	0	0	0	3		0.1	3		0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		NPC/Common/EmptyNPC/EmptyNPC	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NV4/NPC_NV4_1.prefab				1556	1	0	0	0	False	1																		0
170	Mecha/NPC/NTI3/NTI3CView.model.asset	一号火车：车头						8	1500000	0	50000	0	0	0	0	0	0	0	1	3	0	3000	0		0	0	1	0	0	0	0	0	0	0	3		0.1	3		0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/ProSS_1/NPC/ProSS_NV4	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NTI3/NPC_NTI3C.prefab				1574	1	1	1	0	False	1																		0
171	Mecha/NPC/NTI3/NTI3DView.model.asset	一号火车：车厢						8	1500000	0	50000	0	0	0	0	0	0	0	1	3	0	3000	0		0	0	1	0	0	0	0	0	0	0	3		0.1	3		0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/ProSS_1/NPC/ProSS_NV4	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NTI3/NPC_NTI3D.prefab				1574	1	1	1	0	False	1																		0
172	Mecha/NPC/NTI3/NTI3CView.model.asset	二号火车：车头						8	1500000	0	50000	0	0	0	0	0	0	0	1	3	0	3000	0		0	0	1	0	0	0	0	0	0	0	3		0.1	3		0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/ProSS_1/NPC/ProSS_NV4	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NTI3/NPC_NTI3C.prefab				1575	1	1	1	0	False	1																		0
173	Mecha/NPC/NTI3/NTI3DView.model.asset	二号火车：车厢						8	1500000	0	50000	0	0	0	0	0	0	0	1	3	0	3000	0		0	0	1	0	0	0	0	0	0	0	3		0.1	3		0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/ProSS_1/NPC/ProSS_NV4	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NTI3/NPC_NTI3D.prefab				1575	1	1	1	0	False	1																		0
174	Mecha/NPC/NT1/ProSS_NTView.model.asset	双火车防御炮台A		10	2			18	425000	0	100000	0	0	0	0	0	0	0	0	3	0	3500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0					0	0	0	0_9_0	0_0_0_0	0	0_0_0	0	600	0		NPC/NT/ProSS_NT_Main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NT/NPC_ProSS_NT1.prefab				1725	3	1	1	0	False	2																		0
175	Mecha/NPC/NT1/ProSS_NTView.model.asset	双火车防御炮台B		10	2			18	425000	0	100000	0	0	0	0	0	0	0	0	3	0	3500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0					0	0	0	0_9_0	0_0_0_0	0	0_0_0	0	600	0		NPC/NT/ProSS_NT_Main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NT/NPC_ProSS_NT1.prefab				1725	3	1	1	0	False	2																		0
176	Mecha/NPC/NT1/ProSS_NTView.model.asset	双火车防御炮台C		10	2			18	425000	0	100000	0	0	0	0	0	0	0	0	3	0	3500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0					0	0	0	0_9_0	0_0_0_0	0	0_0_0	0	600	0		NPC/NT/ProSS_NT_Main	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NT/NPC_ProSS_NT1.prefab				1725	3	1	1	0	False	2																		0
177	Mecha/NPC/NTI3/NTI3FView.model.asset	双火车EIC反应堆		10	2			21	1040000	0	0	0	0	0	0	0	0	0	0	3	0	0	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0					0	0	0	0_12_0	0_0_0_0	0	0_0_0	0	600	0		Level/ProSS_1/NPC/ProSS_NV4	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/NTI3/NPC_NTI3F.prefab				1725	2	1	1	0	False	2																		0
178	Mecha/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_EmptyPrefab_A_RView.model.asset	德拉姆特武2换装2_防御无人机A_R		10,24	53,17			0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	1	1	0	0	0			0		0	0	0																	Prefabs/Entity/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_PhysicsModel.prefab	1			1582,1505	5			0	True	0																		0
179	Mecha/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_EmptyPrefab_B_LView.model.asset	德拉姆特武2换装2_防御无人机B_L		10,24	53,17			0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	1	1	0	0	0			0		0	0	0																	Prefabs/Entity/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_PhysicsModel.prefab	1			1583,1505	5			0	True	0																		0
180	Mecha/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_EmptyPrefab_B_RView.model.asset	德拉姆特武2换装2_防御无人机B_R		10,24	53,17			0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	1	1	0	0	0			0		0	0	0																	Prefabs/Entity/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_PhysicsModel.prefab	1			1584,1505	5			0	True	0																		0
181	Mecha/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_EmptyPrefab_C_LView.model.asset	德拉姆特武2换装2_防御无人机C_L		10,24	53,17			0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	1	1	0	0	0			0		0	0	0																	Prefabs/Entity/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_PhysicsModel.prefab	1			1585,1505	5			0	True	0																		0
182	Mecha/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_EmptyPrefab_C_RView.model.asset	德拉姆特武2换装2_防御无人机C_R		10,24	53,17			0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0		1	1	1	0	0	0			0		0	0	0																	Prefabs/Entity/NPC/M9_Sp2_Cg2_NPC/NPC_M9_Sp2_Cg2_NPC_PhysicsModel.prefab	1			1586,1505	5			0	True	0																		0
183	Mecha/NPC/6v6Defense_EnergyCube_DomeA.asset	穹顶A		10	26	归属		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0		1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		NPC/Common/EmptyNPC/EmptyNPC	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/NPC_6v6Defense/NPC_6v6Defense_DomeA_Server.prefab				491	1			0	False	1																		0
184	Mecha/NPC/6v6Defense_EnergyCube_DomeB.asset	穹顶B		10	26	归属		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0		1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		NPC/Common/EmptyNPC/EmptyNPC	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/NPC_6v6Defense/NPC_6v6Defense_DomeB_Server.prefab				491	1			0	False	1																		0
185	Mecha/NPC/6v6Defense_EnergyCube_DomeAH.asset	穹顶A横		10	26	归属		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0		1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		NPC/Common/EmptyNPC/EmptyNPC	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/NPC_6v6Defense/NPC_6v6Defense_DomeA_ServerH.prefab				491	1			0	False	1																		0
186	Mecha/NPC/6v6Defense_EnergyCube_MoveFloor.asset	6v6升降机A2		10	26	归属		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0		1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		NPC/Common/EmptyNPC/EmptyNPC	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/NPC_6v6Defense/NPC_6v6Defense_MoveFloor_Server.prefab				1605	1			0	False	1																		0
187	Mecha/NPC/6v6Defense_EnergyCube_MoveFloor.asset	6v6升降机B2		10	26	归属		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0		1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		NPC/Common/EmptyNPC/EmptyNPC	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/NPC_6v6Defense/NPC_6v6Defense_MoveFloor_Server.prefab				1606	1			0	False	1																		0
188		玛什马克：技能F_线控兵器双手		10	56	手部		18	80000	0	200000	0	0	0	0	0	0	0	0	3	0	3500	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0_9_0	0_0_0_0	0	0_0_0	0	600	0		NPC/Common/EmptyNPC/EmptyNPC	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/Makalu/PM_Makalu_SkillB_ShoulderArmor.prefab					4	0	0	0	False	0																		0
193	Mecha/NPC/3v3_Factory/3v3_Factory_MovingBloodSpring_ClientModel.model.asset	移动血泉		12	2	移动血泉		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/3v3_Factory/BT_MovingBloodSpring	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/3v3_Factory/3v3_Factory_MovingBloodSpring_Server.prefab				1674	1			0	True	1																		0
194	Mecha/NPC/3v3_Factory/3v3_Factory_MiddleDoor_ClientModel.model.asset	中间门				移动血泉		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/3v3_Factory/BT_3v3Factory_MiddleDoor	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/3v3_Factory/3v3_Factory_MiddleDoor_Server.prefab				1689	1			0	True	1																		0
195	Mecha/NPC/3v3_Factory/3v3_Factory_MovingBox_ClientModel.model.asset	移动集装箱				移动血泉		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/3v3_Factory/BT_MovingBox	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/3v3_Factory/3v3_Factory_MovingBox_Server.prefab				1674	1			0	True	1																		0
196	Mecha/NPC/3v3_Factory/3v3_Factory_MovingHalfBox_ClientModel.model.asset	移动集装箱-半高				移动血泉		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/3v3_Factory/BT_MovingBox	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/3v3_Factory/3v3_Factory_MovingHalfBox_Server.prefab				1674	1			0	True	1																		0
197	Mecha/NPC/M9_Sp1_Cg1_NPC/NPC_M9_Sp2_Cg2_ShieldNPC.model.asset	德拉姆特武1换装1_阻挡型护盾		10,24	58,17			0	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		1	1	1	0	0	0	0_0_0	0_0_0_0	0	0_0_0	0	0	0			0,1,2,3,4														Prefabs/Entity/Mecha/M9/M9_Sp1_Cg1_Shield.prefab	1				5	0	0	0		0																		0
199	Mecha/NPC/Push6v6_JiZhuangXiang_ClientModel.model.asset	移动集装箱				移动集装箱		8	999999999	0	0	0	0	0	0	0	0	0	0		0	0	0		2000000	200000	1	0	10000	133	0	0		0			0.1	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0_6.3875_0	0_0_0_0	0	0_0_0	0	0	0		Level/Push6v6/BT_Push6v6_JiZhuangXiang	0,1,2,3,4	0	0	150	0	0	0	0							Prefabs/Entity/NPC/NPC_Push6v6_Truck/NPC_Push6v6_JiZhuangXiang_Server.prefab				1746	1			0	True	1																		0
200	Mecha/NPC/Airship/Animation_Airship_A_01View_Mountain.model.asset	巨型飞船		10	31	巨型飞船		0.5	7500	0	7500	0	0	0	1	0	0	0	0	3	0	200	0		0	0	1	0	0	0	0	0	0	0	1		0.1	1	0.5	0	0	0	0	0	0	1	1	1	1	0	0	0	0_0_0	0_0_0_0	0	0_0_0	0	0	0		Level/3v3_Mountain/BT_TheHugeShip	0,1,2,3,4	0	0	0	0	0	0	0							Prefabs/Entity/NPC/AirShip/NPC_AirShip_Mountain.prefab				1866	1	1		0	True	0																		0
