int	string	enum.BattleTipsType	LangText	float	string[]	string[]	enum.BattleTipsColor	enum.CustomBattleTipsType	string[]
699	Event699	2	3号大发射井还有30秒关闭	10			0	0	
700	Event700	2	未被占领的发射井将于30秒后关闭	10			0	0	
701	Event701	2	未被占领的大发射井将于30秒后关闭	10			0	0	
702	Event702	1	%s到达限制获得的数量上限！	3			0		
703	Event703	0	作战目标：摧毁敌方装甲运载车的防御炮台	99999	Play_Vox_Target_1_Destroy_The_Barbette		0		
704	Event704	0	作战目标：摧毁敌方装甲运载车的EIC反应堆	99999	Play_Vox_Target_2_Destroy_The_Core		0		
705	Event705	0	作战目标：保护我方装甲运载车的防御炮台	99999	Play_Vox_Target_1_Defend_Our_Barbette		0		
706	Event706	0	作战目标：保护我方装甲运载车的EIC反应堆	99999	Play_Vox_Target_2_Defend_Our_Core		0		
707	Event707	1	干扰减弱，装甲运载车继续行驶	5	Play_Vox_Armored_Car_Keep_Driving,SetState_Interact_State_1_None		0		
709	Event709	1	装甲运载车防御炮台被摧毁	5	Play_Vox_Barbette_Destroyed,SetTrigger_Battle_Succeed		0		
710	Event710	1	装甲运载车防御炮台被全部摧毁，EIC反应堆暴露	5	Play_Vox_All_Barbette_Destroyed,SetState_Interact_State_2_On		0		
711	ProgressTest	0	发射井占领进度	99999			0	5	
712	Event712	0	作战目标：击杀敌方，摧毁装甲运载车防御力场	99999			0		
713	Event713	0	作战目标：击毁装甲运载车动能核心	99999			0		
714	Event714	0	作战目标：击杀敌方，修复装甲运载车防御力场	99999			0		
715	Event715	0	作战目标：保护装甲运载车动能核心	99999			0		
716	Event716	1	防御力场已摧毁，动能核心暴露	5			0		
717	Event717	1	防御立场已修复，动能核心隐藏	5			0		
718	Event718	1	动能核心破裂，装甲运载车停止运行	5			0		
719	Event719	1	装甲运载车已驶入检查站	5			0		
720	Event720	1	装甲运载车已抵达终点站	5			0		
721	Event721	1	装甲运载车已驶出检查站	5			0		
722	Event722	1	动能核心正常运行，拦截失败	5			0		
723	Event723	1	动能核心正常运作，护送成功	5			0		
724	Event724	1	装甲运载车正在接受检查	99999			0		
725	Event725	0	作战目标增加：保护我方支援武装	99999	Play_Vox_Defend_Our_Support_Arms,SetState_Interact_State_1_On		0		
726	Event726	0	作战目标增加：击坠敌方支援武装	99999	Play_Vox_Destroy_The_Support_Arms_CN,SetState_Interact_State_1_On		0		
727	Event727	1	我方支援武装前来增援，敌方装甲运载车行进受阻	5	Play_Vox_Enermy_Armored_Car_Blocked		1		
728	Event728	1	敌方支援武装前来拦截，我方装甲运载车行进受阻	5	Play_Vox_Our_Armored_Car_Blocked		2		
729	Event729	1	防御炮台保护力场失效	5	Play_Vox_Barbette_Invalid		0		
732	Event732	1	大型尘屑散布器还有10秒被投放	10	Play_Vox_Large_Dust_Spreader_Countdown10		0	0	
733	Event733	1	大型尘屑散布器已被投放	10	Play_Vox_Large_Dust_Spreader_Deployed		0	0	
734	Event734	1	大型尘屑散布器已被我方关闭	5	Play_Vox_Large_Dust_Spreader_Dismantle_By_Ally		1	0	
735	Event735	1	大型尘屑散布器已被敌方关闭	5	Play_Vox_Large_Dust_Spreader_Dismantle_By_Enemy		2	0	
736	Event736	0	作战目标增加：关闭大型尘屑散布器，获得高额奖励	99999	Play_Vox_Target_Large_Dust_Spreader_Turn_Off		0	0	
737	Event737	0	警告：已离开作战区域，机体能量持续消耗中	99999	Play_Vox_Mecha_Energy_Continuous_Consumption		2		
738	Event738	0	警告：已远离作战区域，机体已断连	5	Play_Vox_Mecha_Disconnected		2		
739	Event739	0	警告：已远离作战区域，机体将于<color=#fddb8b>3秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
740	Event740	0	警告：已远离作战区域，机体将于<color=#fddb8b>2秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
741	Event741	0	警告：已远离作战区域，机体将于<color=#fddb8b>1秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
742	Event742	1	击坠精英的战利品不要一个人独享哦，这是队友的份！	3			2		
743	Event743	0	作战目标：引导机械狗至敌方城墙薄弱处，以损毁城墙	99999			0		
744	Event744	0	作战目标：干扰敌方机械狗前进，保护我方城墙	99999			0		
745	Event745	0	作战目标更新：引导机械狗至核心处，以损毁核心	99999			0		
746	Event746	0	作战目标更新：干扰敌方机械狗前进，保护我方核心	99999			0		
747	Event747	1	机械狗已在1号制造点制造完毕	5			0		
748	Event748	1	机械狗已在2号制造点制造完毕	5			0		
749	Event749	1	机械狗已在1号制造点制造完毕	5			0		
750	Event750	1	机械狗已在2号制造点制造完毕	5			0		
751	Event751	1		5			0		
752	Event752	1		5			0		
753	Event753	1	左侧城墙损毁，1号制造点重新选址	5			0		
754	Event754	1	右侧城墙损毁，2号知道点重新选址	5			0		
755	Event755	1	左侧城墙受到攻击，耐久度下降	5			0		
756	Event756	1	右侧城墙受到攻击，耐久度下降	5			0		
757	Event757	1	核心受到攻击，耐久度下降	5			0		
758	Event758	1	左侧城墙耐久度降为0，已损毁	5			0		
759	Event759	1	右侧城墙耐久度降为0，已损毁	5			0		
760	Event760	1	核心耐久度降为0，已损毁	5			0		
761	Event761	1	佣金订单【%s】已经接受！	6			1		
762	HighSpeedModeOpen	5	开启高机动组件	2			0		
763	HighSpeedModeClose	5	关闭高机动组件	2			0		
764	Event764	2		10	Play_Vox_Warning		0		
765	Event765	0	警告：已远离作战区域，机体将于<color=#fddb8b>4秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
766	Event766	0	警告：已远离作战区域，机体将于<color=#fddb8b>5秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
767	Event767	1	佣金订单【%s】完成！	6			0	2	
768	Event768	1	佣金订单【%s】已经失败！	6			2		
769	NoExEnergy	5	没有额外能量值				0		
770	IsSpaceEnough	5	空间不足		Play_Vox_Lack_Of_Space		0		
771	EngineFailure	5	引擎失效		Play_Vox_Engine_Failure		0		
772	EngineStop	5	引擎关闭中		Play_Vox_Engine_Closing		0		
773	Event773	1	交互完成开启护送受伤的运输车！	5			0		
774	Event774	1	护送运输车完成，获得史诗芯片·攻击！	5			0		
775	Event775	1	阶段目标：靠近载具以中继信号，确保继续行进	15	Play_Vox_Relay_Signal_Keep_Travelling,SetState_Interact_State_1_None,SetState_Interact_State_2_None		1	0	
776	Event776	1	警告！EIC尘屑当量超过警戒值，作战区域即将遭遇电磁风暴	8	Play_Vox_Cairo_Storm_Warning		0	0	
777	Event777	1	EIC尘屑当量降于稳定值，电磁风暴消散	6	Play_Vox_Cairo_Storm_Easing		0	0	
778	Event778	0	本轮作战结束，攻守互换，60秒后装甲运载车重新驶出	60	Play_Vox_Switch_Sides		0		
779	Event779	1	交互完成将接受佣金订单：通缉！	5			0		
780	Event780	1	交互完成将接受佣金订单：护送！	5			0		
781	Event781	1	交互完成将接受佣金订单：保护！	5			0		
782	Event782	1	交互完成将接受佣金订单：占领！	5			0		
783	Event783	1	交互完成将接受佣金订单：探索！	5			0		
784	Event784	1	交互完成将接受佣金订单：寻找！	5			0		
785	Event785	1	交互完成将接受佣金订单：采集！	5			0		
786	Event786	1	交互完成将接受佣金订单：对话！	5			0		
787	Event787	1	交互完成将接受佣金订单：防守！	5			0		
788	Event788	1	交互完成将接受佣金订单：却敌！	5			0		
789	Event789	1	交互完成将接受佣金订单：实验！	5			0		
790	Event790	1	交互完成将接受佣金订单：拆迁！	5			0		
791	Event791	1	无快捷道具可使用！	5			0		
792	Event792	1	无【%s】可以使用！	5			0		
793	HighEnergyBeamWarning	5	高能射束预警	3	Play_Vox_High_Energy_Beam_Warning		0		
796	Event796	0	警告：已远离作战区域，机体将于<color=#fddb8b>6秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
797	Event797	0	警告：已远离作战区域，机体将于<color=#fddb8b>7秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
798	Event798	0	警告：已远离作战区域，机体将于<color=#fddb8b>8秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
799	Event799	0	警告：已远离作战区域，机体将于<color=#fddb8b>9秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
800	Event800	0	警告：已远离作战区域，机体将于<color=#fddb8b>10秒</color>后断连	20	Play_UI_Battle_Softwall_Alarm		2		
