int	string	uint	uint	string
FUnique()				PKEY1
排行，按性能高到低排序	显卡名字	天梯分	天梯分	清洗后的显卡名
Index	gpu_name	g3d_mark	g2d_mark	gpu_detail_collected
1746	Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C	623	165	radeon r5 a10-9620p radeon r5, 10 compute cores 4c
1747	GeForce 810A	622	319	geforce 810a
1748	GeForce 810A	622	319	geforce 805a
1749	Intel HD 510	621	161	intel hd 510
1750	Radeon HD 7640G + HD 7400M Dual	621	297	radeon hd 7640g + hd 7400m dual
1751	Radeon R6	621	141	radeon r6
1752	Intel HD 510	621	161	intelhd510
1753	Radeon R6	621	141	radeonr6
1754	Quadro FX 3800M	620	57	quadro fx 3800m
1755	Radeon HD 8570 + 8670D Dual	620	496	radeon hd 8570 + 8670d dual
1756	Radeon HD 8570 + 8670D Dual	620	496	radeon hd 8570 + hd 8670d dual
1757	GeForce GTS 250	619	77	geforce gts 250
1758	Radeon HD 8550G + R5 M200 Dual	619	276	radeon hd 8550g + r5 m200 dual
1759	Radeon R5 A10-9600P 4C+6G	619	146	radeon r5 a10-9600p 4c+6g
1760	GeForce GTS 250	619	77	geforcegts250
1761	Radeon HD 8550G + R5 M200 Dual	619	276	radeon hd 8550g r5 m200 dual
1762	Radeon HD 8550G + R5 M200 Dual	619	276	radeonhd8550g+r5m200dual
1763	Radeon HD 8550G + R5 M200 Dual	619	276	radeonr5m200/hd8500m
1764	Radeon HD 8550G + 8600M Dual	618	321	radeon hd 8550g + 8600m dual
1765	Radeon HD 8550G + 8600M Dual	618	321	radeon hd 8550g + hd 8600m n hd 8600m dual
1766	Radeon HD 7500G + 7500M/7600M Dual	617	308	radeon hd 7500g + 7500m/7600m dual
1767	Radeon HD 7500G + 7500M/7600M Dual	617	308	radeon hd 7500/7600
1768	FireGL V7600	616	488	firegl v7600
1769	Radeon HD 7660G + HD 7600M Dual	616	116	radeon hd 7660g + hd 7600m dual
1770	GeForce GT 720	614	200	geforce gt 720
1771	GeForce GT 720	614	200	geforcegt720
1772	Radeon HD 8650G + 8600M Dual	613	370	radeon hd 8650g + 8600m dual
1773	Radeon HD 8650G + 8600M Dual	613	370	radeonhd8600m
1774	Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D	612	116	radeon hd 8550g n hd 8550g + hd 8600m n hd 8600m d
1775	7900 MOD - Radeon HD 6520G	610	323	7900 mod - radeon hd 6520g
1776	Quadro K510M	610	550	quadro k510m
1777	Radeon HD 8610G + 8500M Dual	610	298	radeon hd 8610g + 8500m dual
1778	GeForce 9800 GTX/9800 GTX+	608	112	geforce 9800 gtx/9800 gtx+
1779	Radeon HD 7570	608	256	radeon hd 7570
1780	Radeon HD 7570	608	256	radeon hd7570
1781	Radeon HD 7640G + HD 8500M Dual	607	305	radeon hd 7640g + hd 8500m dual
1782	Radeon HD 8650G + HD 8600M Dual	606	378	radeon hd 8650g + hd 8600m dual
1783	Intel HD P4600	605	963	intel hd p4600
1784	Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G	605	271	radeon r5 a6-9400 radeon r5, 6 compute cores 2c+4g
1785	Radeon R6 M255DX	605	116	radeon r6 m255dx
1786	Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G	604	156	radeon r5 pro a10-8730b r5, 10 compute cores 4c+6g
1787	Matrox C420 LP PCIe x16	603	383	matrox c420 lp pcie x16
1788	Radeon HD 8550G + 8500M Dual	603	304	radeon hd 8550g + 8500m dual
1789	Radeon R7 PRO A12-8830B	603	202	radeon r7 pro a12-8830b
1790	GeForce GT 720A	601	221	geforce gt 720a
1791	GeForce GT 720A	601	221	geforce gt720a
1792	GeForce GT 720A	601	221	geforcegt720a
1793	Radeon HD 8610G + 8670M Dual	600	356	radeon hd 8610g + 8670m dual
1794	Radeon R8 M365DX	600	237	radeon r8 m365dx
1795	GeForce 8800 GTS 512	597	101	geforce 8800 gts 512
1796	GeForce 8800 GTX	597	105	geforce 8800 gtx
1797	Radeon R7 PRO A12-8800B	597	187	radeon r7 pro a12-8800b
1798	Radeon HD 8510G + 8500M Dual	596	260	radeon hd 8510g + 8500m dual
1799	Radeon R5 M330	596	519	radeon r5 m330
1800	Radeon HD 8510G + 8500M Dual	596	260	radeon hd 8510g + 8500m/8700m dual
1801	Radeon HD 8510G + 8500M Dual	596	260	radeon hd 8510g + 8670m dual
1802	Radeon HD 8510G + 8500M Dual	596	260	radeon hd 8510g + hd 8670m dual
1803	Radeon R5 M330	596	519	radeon r5 a330
1804	Radeon R5 M330	596	519	radeonr5a330
1805	Radeon R5 M330	596	519	radeonr5m330
1806	Quadro 500M	595	419	quadro 500m
1807	Radeon HD 7640G + 7470M Dual	595	301	radeon hd 7640g + 7470m dual
1808	Radeon HD 8550G + HD 8600M Dual	594	322	radeon hd 8550g + hd 8600m dual
1809	GeForce GTS 240	593	163	geforce gts 240
1810	GeForce GT 430	592	185	geforce gt 430
1811	GeForce GT 430	592	185	geforcegt430
1812	GeForce 910M	591	137	geforce 910m
1813	Radeon HD 7520G + 7600M Dual	591	362	radeon hd 7520g + 7600m dual
1814	Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G	591	171	radeon r5 pro a8-9600b r5, 10 compute cores 4c+6g
1815	Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G	590	152	radeon r6 pro a8-8600b r6, 10 compute cores 4c+6g
1816	GeForce GT 820M	589	144	geforce gt 820m
1817	Radeon HD 7640G + HD 7700M Dual	589	277	radeon hd 7640g + hd 7700m dual
1818	Radeon HD 8610G + 8600M Dual	589	320	radeon hd 8610g + 8600m dual
1819	GeForce GT 820M	589	144	geforcegt820m
1820	Radeon HD 7520G + 7610M Dual	588	317	radeon hd 7520g + 7610m dual
1821	Radeon HD 7660G + 7400M Dual	588	326	radeon hd 7660g + 7400m dual
1822	Radeon HD 7660G + 8670M Dual	588	333	radeon hd 7660g + 8670m dual
1823	Radeon HD 7660G + 7400M Dual	588	326	radeon hd 7660g + hd 7400m dual
1824	GeForce GTX 280M	587	225	geforce gtx 280m
1825	Radeon HD 7640G + HD 8600/8700M Dual	587	298	radeon hd 7640g + hd 8600/8700m dual
1826	Radeon HD 7640G + HD 8600/8700M Dual	587	298	radeon hd 7640g + hd 8600m dual
1827	GeForce GT 550M	586	121	geforce gt 550m
1828	Radeon HD 7640G + 8500M Dual	586	308	radeon hd 7640g + 8500m dual
1829	GeForce GT 550M	586	121	geforcegt550m
1830	Radeon HD 8650G + HD 8670M Dual	585	320	radeon hd 8650g + hd 8670m dual
1831	GeForce GT 735M	584	130	geforce gt 735m
1832	Intel HD 5500	583	235	intel hd 5500
1833	Intel HD 5500	583	235	intelhd5500
1834	Radeon Athlon Gold 3150U	582	174	radeon athlon gold 3150u
1835	Radeon HD 7520G + 7500/7600 Dual	582	379	radeon hd 7520g + 7500/7600 dual
1836	Radeon HD 7520G + 7500/7600 Dual	582	379	radeon hd 7520g + hd 7500m/7600m dual
1837	Quadro 1000M	581	197	quadro 1000m
1838	Radeon HD 8550G + 8670M Dual	579	334	radeon hd 8550g + 8670m dual
1839	Radeon Vega 3 3020e	579	173	radeon vega 3 3020e
1840	Radeon HD 8450G + R5 M230 Dual	578	298	radeon hd 8450g + r5 m230 dual
1841	Radeon HD 8610G + HD 8670M Dual	578	282	radeon hd 8610g + hd 8670m dual
1842	Intel Skylake HD DT GT2	577	402	intel skylake hd dt gt2
1843	Radeon HD 7620G + 8670M Dual	577	322	radeon hd 7620g + 8670m dual
1844	Radeon R5 A240	576	802	radeon r5 a240
1845	Radeon HD 7520G + HD 7700M Dual	575	389	radeon hd 7520g + hd 7700m dual
1846	Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760	575	386	radeon hd 7520g n hd 7520g + hd 7500/7600 7500/760
1847	Radeon HD 8450G + HD 8670M Dual	575	377	radeon hd 8450g + hd 8670m dual
1848	Radeon R5 420	575	230	radeon r5 420
1849	Intel i gfx-driver-ci-master-9938 DCH-I	573	194	intel i gfx-driver-ci-master-9938 dch-i
1850	Radeon HD 7650A	573	293	radeon hd 7650a
1851	Radeon R6 + R7 M265DX Dual	571	328	radeon r6 + r7 m265dx dual
1852	Radeon R6 + R7 M265DX Dual	571	328	radeon r6 + r6 m255dx dual
1853	GeForce GT 635M	570	170	geforce gt 635m
1854	Radeon HD 3870	570	67	radeon hd 3870
1855	GeForce GT 635M	570	170	geforcegt635m
1856	GeForce GTS 250M	569	69	geforce gts 250m
1857	Radeon HD 7560D + 6450 Dual	569	490	radeon hd 7560d + 6450 dual
1858	GeForce 820A	568	162	geforce 820a
1859	GeForce 820A	568	162	geforce820a
1860	Intel HD 5000	567	225	intel hd 5000
1861	Qualcomm Adreno 680 GPU	567	86	qualcomm adreno 680
1862	Intel HD 5000	567	225	intelhd5000
1863	Radeon HD 6610M	565	527	radeon hd 6610m
1864	Radeon R7E	565	159	radeon r7e
1865	Radeon HD 7560D + R5 235 Dual	563	397	radeon hd 7560d + r5 235 dual
1866	Quadro FX 5600	562	168	quadro fx 5600
1867	Radeon HD 7640G + R5 M200 Dual	559	249	radeon hd 7640g + r5 m200 dual
1868	Radeon HD 8550G + HD 8500M Dual	559	301	radeon hd 8550g + hd 8500m dual
1869	Radeon R7 M360	559	148	radeon r7 m360
1870	Radeon R7 M360	559	148	radeonr7m360
1871	Radeon HD 7640G + 8570M Dual	558	274	radeon hd 7640g + 8570m dual
1872	Radeon HD 7640G + 8670M Dual	558	316	radeon hd 7640g + 8670m dual
1873	Radeon HD 7600G + HD 7500M/7600M Dual	555	244	radeon hd 7600g + hd 7500m/7600m dual
1874	GF117	554	446	gf117
1875	GeForce 615	552	412	geforce 615
1876	Radeon R7 7850A10-7850K	551	506	radeon r7 7850a10-7850k
1877	FireGL V8650	550	637	firegl v8650
1878	GeForce GT 630M	549	151	geforce gt 630m
1879	Radeon R5 M335	549	577	radeon r5 m335
1880	Radeon R5 M335	549	577	radeon r6 m335dx
1881	Radeon R5 M335	549	577	radeon r6 m340dx
1882	Radeon R5 M335	549	577	radeonr5m335
1883	GeForce GT 630M	549	151	geforcegt630m
1884	Mobility Radeon HD 3870	548	288	mobility radeon hd 3870
1885	FirePro 3D V5700	547	517	firepro 3d v5700
1886	Quadro 600	546	227	quadro 600
1887	Radeon HD 8550G + HD 8670M Dual	546	315	radeon hd 8550g + hd 8670m dual
1888	FirePro 3D V7750	545	468	firepro 3d v7750
1889	Radeon HD 7520G + HD 7400M Dual	545	315	radeon hd 7520g + hd 7400m dual
1890	Radeon HD 8450G + 8600M Dual	545	356	radeon hd 8450g + 8600m dual
1891	Radeon HD 8450G + 8600M Dual	545	356	radeon hd 8450g + hd 8600m n hd 8600m dual
1892	Mobility Radeon HD 5570	544	246	mobility radeon hd 5570
1893	Radeon HD 7600G + HD 8670M Dual	544	241	radeon hd 7600g + hd 8670m dual
1894	Quadro FX 2700	543	465	quadro fx 2700
1895	Radeon HD 7520G + 7470M Dual	543	345	radeon hd 7520g + 7470m dual
1896	Qualcomm Adreno 675 GPU	540	81	qualcomm adreno 675
1897	Radeon HD 8670D	539	189	radeon hd 8670d
1898	Radeon R7 M265	539	146	radeon r7 m265
1899	Radeon R7 M265	539	146	radeonr7m265
1900	Radeon R6 PRO A10-8700B 4C+6G	538	146	radeon r6 pro a10-8700b 4c+6g
1901	Radeon R6 A10-8700P	536	140	radeon r6 a10-8700p
1902	Radeon R7 A10 PRO-7800B	536	251	radeon r7 a10 pro-7800b
1903	Surface Duo Adreno 640 GPU	535	70	surface duo adreno 640
1904	GeForce GT 240	534	65	geforce gt 240
1905	GRID K180Q	534	113	grid k180q
1906	Radeon HD 7560D + HD 7000 Dual	534	423	radeon hd 7560d + hd 7000 dual
1907	Radeon HD 7560D + HD 7000 Dual	534	423	radeon hd 7560d + 7000 dual
1908	Radeon HD 8550G + 8570M Dual	533	307	radeon hd 8550g + 8570m dual
1909	RADEON HD6530D	532	327	radeon hd6530d
1910	Radeon R6 PRO A8-8600B 4C+6G	532	158	radeon r6 pro a8-8600b 4c+6g
1911	Radeon HD 8550G + HD 8570M Dual	529	260	radeon hd 8550g + hd 8570m dual
1912	Radeon HD 7640G + 6400M Dual	527	279	radeon hd 7640g + 6400m dual
1913	Radeon HD 7640G + 6400M Dual	527	279	radeon hd 7640g + hd 6400m dual
1914	Radeon HD 7600G N HD 7600G + HD ON HD Dual	526	244	radeon hd 7600g n hd 7600g + hd on hd dual
1915	Radeon HD 8650D	526	398	radeon hd 8650d
1916	GeForce GT 425M	524	177	geforce gt 425m
1917	Radeon HD 7660D + R5 235 Dual	524	386	radeon hd 7660d + r5 235 dual
1918	GeForce GT 425M	524	177	geforcegt425m
1919	NVS 5200M	523	190	nvs 5200m
1920	Radeon HD 7520G + 7670M Dual	523	323	radeon hd 7520g + 7670m dual
1921	Radeon R5 240	523	189	radeon r5 240
1922	Radeon R5 240	523	189	radeonr5240
1923	Intel HD 4400	521	279	intel hd 4400
1924	Intel HD 4400	521	279	intelhd4400
1925	GeForce GT 435M	520	173	geforce gt 435m
1926	MCT USB3.0 External Device	520	129	mct usb3.0 external device
1927	Radeon HD 8670M	520	488	radeon hd 8670m
1928	Radeon R5 M255	520	141	radeon r5 m255
1929	Radeon HD 7640G + HD 7670M Dual	519	97	radeon hd 7640g + hd 7670m dual
1930	IncrediblE HD 4000	517	520	incredible hd 4000
1931	Intel HD P4000	516	636	intel hd p4000
1932	Radeon R5 330	513	200	radeon r5 330
1933	Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G	513	138	radeon r6 pro a10-8700b r6, 10 compute cores 4c+6g
1934	Mobility Radeon HD 4830	512	285	mobility radeon hd 4830
1935	GeForce 9800 GTX+	510	115	geforce 9800 gtx+
1936	Radeon HD 7640G + 7610M Dual	510	309	radeon hd 7640g + 7610m dual
1937	GeForce 820M	509	113	geforce 820m
1938	Radeon HD 7600G + HD 7550M Dual	509	202	radeon hd 7600g + hd 7550m dual
1939	Radeon HD 7620G + 8600M Dual	509	294	radeon hd 7620g + 8600m dual
1940	GeForce 820M	509	113	geforce820m
1941	GeForce 8800 GT	508	79	geforce 8800 gt
1942	Radeon R5 PRO A6-8500B 2C+4G	508	416	radeon r5 pro a6-8500b 2c+4g
1943	Radeon HD 7620G + HD 8670M Dual	507	267	radeon hd 7620g + hd 8670m dual
1944	GeForce GTS 150M	504	407	geforce gts 150m
1945	Radeon 6600M	504	143	radeon 6600m
1946	Radeon HD 8450G + HD 8750M Dual	504	323	radeon hd 8450g + hd 8750m dual
1947	Radeon 6600M	504	143	radeon 6600m and 6700m
1948	Radeon 6600M	504	143	radeon6600mand6700m
1949	Radeon HD 6570	502	196	radeon hd 6570
1950	Radeon HD 6570	502	196	asus eah6570
1951	Radeon HD 6570	502	196	radeon hd 6500m/5600/5700
1952	Radeon HD 6570	502	196	radeon hd 6570m/5700
1953	Radeon HD 6570	502	196	radeonhd6500m/5600/5700
1954	Radeon HD 7660D	501	181	radeon hd 7660d
1955	Radeon HD 7660D	501	181	radeonhd7660d
1956	Radeon R7 M265DX	499	138	radeon r7 m265dx
1957	SUMO 964A	498	403	sumo 964a
1958	TRINITY SCRAPPER MOBILE	498	280	trinity scrapper mobile
1959	Radeon HD 7500G + 7550M Dual	497	263	radeon hd 7500g + 7550m dual
1960	ASUS EAH4870x2	496	539	asus eah4870x2
1961	GeForce 9600 GT	496	53	geforce 9600 gt
1962	GeForce 9600 GT	496	53	geforce9600gt
1963	Mobility Radeon HD 5730	495	143	mobility radeon hd 5730
1964	Radeon HD 7520G + HD 7670M Dual	495	295	radeon hd 7520g + hd 7670m dual
1965	GeForce GT625M	493	170	geforce gt625m
1966	GeForce GT625M	493	170	geforcegt625m
1967	GeForce GT 540M	491	86	geforce gt 540m
1968	Radeon 3020e	491	135	radeon 3020e
1969	GeForce GT 540M	491	86	geforcegt540m
1970	Radeon HD8530M	490	438	radeon hd8530m
1971	Radeon HD8530M	490	438	radeonhd8530m
1972	Radeon HD 8670D N HD 8670D + HD 8670D Dual	489	526	radeon hd 8670d n hd 8670d + hd 8670d dual
1973	Radeon HD 8550G + R5 M230 Dual	488	211	radeon hd 8550g + r5 m230 dual
1974	Radeon HD 7520G + 7400M Dual	487	280	radeon hd 7520g + 7400m dual
1975	Radeon R4E	487	366	radeon r4e
1976	GeForce 710A	486	235	geforce 710a
1977	Radeon HD 8610G + HD 8600M Dual	481	156	radeon hd 8610g + hd 8600m dual
1978	Radeon HD 8650G	481	134	radeon hd 8650g
1979	Radeon HD 8650G	481	134	radeonhd8650g
1980	Quadro K500M	480	184	quadro k500m
1981	Mobility Radeon HD 5000 Serisi	479	305	mobility radeon hd 5000 serisi
1982	GeForce 9800 GT	478	78	geforce 9800 gt
1983	Mobility Radeon HD 3870 X2	478	187	mobility radeon hd 3870 x2
1984	GeForce 9800 GT	478	78	geforce9800gt
1985	Quadro FX 3700M	477	95	quadro fx 3700m
1986	Radeon HD 7670M	477	108	radeon hd 7670m
1987	Radeon HD 7670M	477	108	radeon. hd 7670m
1988	Radeon HD 7670M	477	108	radeonhd7670m
1989	Radeon HD 5570	475	184	radeon hd 5570
1990	Radeon HD 7640G + HD 8570M Dual	475	196	radeon hd 7640g + hd 8570m dual
1991	Radeon HD 8450G + 8670M Dual	475	414	radeon hd 8450g + 8670m dual
1992	Radeon R6 A8-8600P	475	151	radeon r6 a8-8600p
1993	Radeon HD 5570	475	184	asus eah5570
1994	Radeon HD 7660G	473	125	radeon hd 7660g
1995	Radeon HD 7660G	473	125	radeonhd7660g
1996	FirePro 3D V3800	472	507	firepro 3d v3800
1997	Radeon HD 8570D + R5 235 Dual	471	470	radeon hd 8570d + r5 235 dual
1998	Radeon HD 8690A	471	127	radeon hd 8690a
1999	Radeon HD 7600G + 8500M/8700M Dual	470	257	radeon hd 7600g + 8500m/8700m dual
2000	Radeon R5 M420	470	164	radeon r5 m420
2001	Radeon Vega 2	470	241	radeon vega 2
2002	Radeon R5 M420	470	164	radeonr5m420
2003	Quadro FX 1800M	469	73	quadro fx 1800m
2004	GeForce 800M	468	388	geforce 800m
2005	GeForce 800M	468	388	geforce800m
2006	Quadro FX 3600M	467	365	quadro fx 3600m
2007	Radeon R7 M260	467	119	radeon r7 m260
2008	Radeon R7 M260	467	119	radeonr7m260
2009	GeForce GT 525M	466	95	geforce gt 525m
2010	Radeon HD 7660D + 7470 Dual	466	491	radeon hd 7660d + 7470 dual
2011	SUMO 9644	466	386	sumo 9644
2012	FirePro V5700	465	469	firepro v5700
2013	Radeon HD 7550M	465	403	radeon hd 7550m
2014	GeForce GT 720M	464	118	geforce gt 720m
2015	GeForce GT 720M	464	118	geforcegt720m
2016	Mobility Radeon HD 4670	463	375	mobility radeon hd 4670
2017	GeForce 8800M GTX	462	175	geforce 8800m gtx
2018	GeForce 9800M GTX	462	117	geforce 9800m gtx
2019	Radeon HD 7560D	461	166	radeon hd 7560d
2020	Radeon HD 7560D	461	166	radeonhd7560d
2021	GeForce 9800M GS	460	109	geforce 9800m gs
2022	Radeon HD 7660G + HD 7600M N HD 7600M Dual	460	297	radeon hd 7660g + hd 7600m n hd 7600m dual
2023	Radeon R5 M315	459	178	radeon r5 m315
2024	Radeon R5 M315	459	178	radeonr5a315
2025	Radeon R5 M315	459	178	radeonr5m315
2026	GeForce 705M	456	455	geforce 705m
2027	GeForce GT 625M	455	187	geforce gt 625m
2028	GeForce GT 320	454	71	geforce gt 320
2029	Intel HD Family	454	191	intel hd family
2030	Intel HD Family	454	191	aspeed family
2031	Intel HD Family	454	191	intelhdfamily
2032	GeForce 710M	453	120	geforce 710m
2033	Radeon HD 7520G + 7650M Dual	453	345	radeon hd 7520g + 7650m dual
2034	Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D	452	238	radeon hd 7620g n hd 7620g + hd 8600m n hd 8600m d
2035	Radeon HD 8450G + HD 8600M Dual	452	326	radeon hd 8450g + hd 8600m dual
2036	Radeon HD 7640G	451	121	radeon hd 7640g
2037	Radeon HD 7650M	451	65	radeon hd 7650m
2038	Radeon HD 7640G	451	121	radeonhd7640g
2039	GeForce 8800 GTS	450	43	geforce 8800 gts
2040	GeForce GT 710M	450	117	geforce gt 710m
2041	Radeon R5 PRO A6-8500B R5, 6 Compute Cores 2C+4G	449	129	radeon r5 pro a6-8500b r5, 6 compute cores 2c+4g
2042	Radeon HD 7520G + HD 7600M Dual	447	150	radeon hd 7520g + hd 7600m dual
2043	Radeon HD 7520G + HD 7600M Dual	447	150	radeon hd 7520g + 7500m/7600m dual
2044	Radeon HD 7660G + 8600M Dual	446	360	radeon hd 7660g + 8600m dual
2045	Mobility Radeon HD 5650	445	143	mobility radeon hd 5650
2046	PHDGD Ivy 5	445	497	phdgd ivy 5
2047	Quadro 410	445	221	quadro 410
2048	Radeon HD 8570D	445	155	radeon hd 8570d
2049	Radeon HD 7620G + HD 8600M Dual	443	267	radeon hd 7620g + hd 8600m dual
2050	GeForce GT 620M	441	132	geforce gt 620m
2051	GeForce GT 620M	441	132	geforcegt620m
2052	Radeon HD 7570M	439	194	radeon hd 7570m
2053	Radeon HD 7600G + HD Dual	435	158	radeon hd 7600g + hd dual
2054	Radeon HD 8410G	435	263	radeon hd 8410g
2055	Radeon HD 3850 AGP	432	92	radeon hd 3850 agp
2056	Radeon R5 M240	432	247	radeon r5 m240
2057	Radeon R5 M240	432	247	radeonr5m240
2058	Quadro FX 4600	431	168	quadro fx 4600
2059	GeForce 800A	428	224	geforce 800a
2060	Quadro FX 2800M	428	67	quadro fx 2800m
2061	Radeon HD 8610G	426	118	radeon hd 8610g
2062	Radeon HD 7640G + HD 7500/7600 Dual	424	301	radeon hd 7640g + hd 7500/7600 dual
2063	Radeon HD 7600G + 7550M Dual	423	247	radeon hd 7600g + 7550m dual
2064	Radeon HD 7640G N HD 7640G + HD 8570M Dual	423	287	radeon hd 7640g n hd 7640g + hd 8570m dual
2065	RADEON HD6410D	423	296	radeon hd6410d
2066	Radeon HD 8570M	422	164	radeon hd 8570m
2067	Radeon R7 Eng Sample: ZM2111C1Y4382_34/21/13/06_98	422	126	radeon r7 eng sample: zm2111c1y4382_34/21/13/06_98
2068	Radeon HD 8570M	422	164	radeonhd8570m
2069	Intel 4th Generation Haswell HD	420	734	intel 4th generon haswell hd
2070	GeForce GT 420M	419	83	geforce gt 420m
2071	GeForce GT 420M	419	83	geforcegt420m
2072	Radeon R5 M320	418	135	radeon r5 m320
2073	Radeon R5 M320	418	135	radeon. r5 m320
2074	Radeon R5 M320	418	135	radeonr5m320
2075	FirePro M2000	415	205	firepro m2000
2076	GeForce GT 420	413	191	geforce gt 420
2077	GeForce GT 420	413	191	geforcegt420
2078	Radeon HD 8550G	410	119	radeon hd 8550g
2079	GeForce GT 330	409	109	geforce gt 330
2080	GeForce GTS 350M	408	113	geforce gts 350m
2081	Radeon HD 7470M	408	393	radeon hd 7470m
2082	Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G	408	120	radeon r5 pro a6-9500b r5, 6 compute cores 2c+4g
2083	Radeon HD 7470M	408	393	radeon hd 7470m + 7470m dual
2084	Radeon HD 7640G + HD 7600M N HD 7600M Dual	407	198	radeon hd 7640g + hd 7600m n hd 7600m dual
2085	Radeon HD 7600G + 7500M/7600M Dual	406	210	radeon hd 7600g + 7500m/7600m dual
2086	RADEON E4690	405	347	radeon e4690
2087	Radeon HD 8500M	404	115	radeon hd 8500m
2088	Radeon HD 8500M	404	115	radeon hd 8500
2089	Radeon HD 8500M	404	115	radeon r5 m200 / hd 8500m
2090	Radeon HD 8500M	404	115	radeonhd8500m
2091	Radeon R5 M230	403	132	radeon r5 m230
2092	Radeon R5 M230	403	132	radeonr5m230
2093	Radeon R5 M230	403	132	radeon r5 m200
2094	GeForce 810M	402	70	geforce 810m
2095	Quadro FX 1800	402	79	quadro fx 1800
2096	Radeon HD 6550D	402	133	radeon hd 6550d
2097	Radeon HD 6550D	402	133	radeonhd6550d
2098	Mobility Radeon HD 4650	401	320	mobility radeon hd 4650
2099	Radeon HD 3850	401	42	radeon hd 3850
2100	Radeon HD 3850	401	42	radeon hd 3800
2101	GeForce GT 335M	399	47	geforce gt 335m
2102	GeForce 9800M GTS	398	114	geforce 9800m gts
2103	GeForce 9800M GTS	398	114	geforce9800mgts
2104	Radeon R5 Opteron X3216	394	182	radeon r5 opteron x3216
2105	Radeon HD 7600G + 7450M Dual	390	221	radeon hd 7600g + 7450m dual
2106	Radeon HD 7600G + 7450M Dual	390	221	radeon hd 7600g + hd 7450m dual
2107	IncrediblE HD	389	427	incredible hd
2108	GeForce 7900 GTX	388	165	geforce 7900 gtx
2109	Intel HD 5300	388	184	intel hd 5300
2110	Intel HD 5300	388	184	intelhd5300
2111	GeForce GTX 260M	385	52	geforce gtx 260m
2112	Radeon HD 4670	382	42	radeon hd 4670
2113	GeForce 8800M GTS	382	159	geforce 8800m gts
2114	GeForce 9800M GT	381	81	geforce 9800m gt
2115	GeForce GT 130	381	109	geforce gt 130
2116	Radeon HD 6490M	378	514	radeon hd 6490m
2117	Radeon HD 7520G + 8750M Dual	377	388	radeon hd 7520g + 8750m dual
2118	Radeon HD 7600G + 6400M Dual	377	257	radeon hd 7600g + 6400m dual
2119	Radeon HD 7600G + 6400M Dual	377	257	radeon hd 7600g + hd 6400m dual
2120	Radeon HD 5550	376	181	radeon hd 5550
2121	Radeon HD 5550	376	181	asus eah5550
2122	Radeon HD 5550	376	181	radeon hd 5500
2123	PHDGD Ivy 4	375	331	phdgd ivy 4
2124	Radeon HD 8570D + HD8490 Dual	374	380	radeon hd 8570d + hd8490 dual
2125	Radeon HD 8570D + HD8490 Dual	374	380	radeon hd 8570d + 8490 dual
2126	Radeon HD 8570D + HD8490 Dual	374	380	radeon hd 8570d + hd 8490 dual
2127	Radeon HD 8510G	372	104	radeon hd 8510g
2128	Radeon HD 8510G	372	104	radeon hd 8510g + hd 8600m dual
2129	Quadro FX 3700	371	104	quadro fx 3700
2130	GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT	369	824	geforce gt 610m / gt 620m / gt 710m / gt 720m / gt
2131	Intel UHD Graphics 605	368	111	intel uhd 605
2132	Intel UHD Graphics 605	368	111	inteluhd605
2133	Matrox Millennium P690 PCIe x16	367	295	matrox millennium p690 pcie x16
2134	Mobility Radeon HD 3850	366	248	mobility radeon hd 3850
2135	Radeon HD4670	366	585	radeon hd4670
2136	Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D	365	263	radeon hd 7520g n hd 7520g + hd 7600m n hd 7600m d
2137	Radeon HD 7660G + HD 8600M Dual	364	337	radeon hd 7660g + hd 8600m dual
2138	GeForce GT 620	362	157	geforce gt 620
2139	GeForce GT 620	362	157	geforce gt620m
2140	GeForce GT 620	362	157	geforcegt620
2141	Radeon HD 8450G	361	148	radeon hd 8450g
2142	Radeon HD 7500G + HD 7500M/7600M Dual	356	265	radeon hd 7500g + hd 7500m/7600m dual
2143	Radeon HD 7620G	355	106	radeon hd 7620g
2144	Radeon HD 6620G	354	107	radeon hd 6620g
2145	Mobility Radeon HD 565v	353	318	mobility radeon hd 565v
2146	Radeon HD 6480M	353	282	radeon hd 6480m
2147	GeForce GT 705	352	180	geforce gt 705
2148	GeForce GT 705	352	180	geforcegt705
2149	Radeon HD 7580D	351	430	radeon hd 7580d
2150	Radeon HD 8470D	351	136	radeon hd 8470d
2151	Radeon HD 8470D	351	136	radeonhd8470d
2152	Quadro FX 2700M	349	52	quadro fx 2700m
2153	Intel HD 505	348	95	intel hd 505
2154	GeForce 7950 GT	344	189	geforce 7950 gt
2155	GeForce GT 625	342	189	geforce gt 625
2156	FireGL V5600	341	445	firegl v5600
