int	LangText	enum.ItemType	enum.ItemQuality	enum.BagType	bool	int	int	bool	float	int	float	float	DateTime	DateTime	bool	uint	uint[][]	float	float	string	ItemUse[].enum.EditorItemUseType	ItemUse[].string[]	enum.UseTargetType	int[]	enum.BindingType	bool	bool	int	LangText	string	string	string	int	float	bool	bool	bool	bool	int	string[]	bool	string	enum.BagJumpType	bool	enum.UIItemIconType	bool	int	int	int[]	float	bool
100070302	“电集流”干扰场发生器	5	1	0	0	1	9999	1	-1			-1											1		2	1		100	在指定坐标展开干扰力场，瘫痪区域内目标的运动和推进系统，令其无法移动。											普通,卢米纳尔,武装1					1		20029		1692		
100070401	“气辉”同温层射束系统	5	1	0	0	1	9999	1	-1			-1											1		2	1		100	引导于高空巡航的炮击无人机，由天顶降下威力惊人的高能离子束。											普通,卢米纳尔,武装2					1		20158		731		
100070402	轨道炮·狙击	5	1	0	0	1	9999	1	-1			-1											1		2	1		100	引导于高空巡航的炮击无人机，由天顶降下威力惊人的高能离子束。											普通,卢米纳尔,武装2					1		20029		731		
100070501	“虹彩”支援推进翼	5	1	0	0	1	9999	1	-1			-1											1		2	1		100	展开推进翼散布增幅单元，提高载机和范围内友机的机动性、能量及护盾回复速度。											普通,卢米纳尔,武装3					1		20255		732		
100070502	“EIC”干扰器	5	1	0	0	1	9999	1	-1			-1											1		2	1		100	“EIC”干扰器											普通,卢米纳尔,武装3					1		20029				
100070601	头部1	5	1	0	0	1	9999	1	-1			-1											1		2	1		100												普通,卢米纳尔,头部					1		20025				
100070701	手臂1	5	1	0	0	1	9999	1	-1			-1											1		2	1		100												普通,卢米纳尔,手臂					1		20042				
100070801	身躯1	5	1	0	0	1	9999	1	-1			-1											1		2	1		100												普通,卢米纳尔,身躯					1		20026				
100070901	腿部1	5	1	0	0	1	9999	1	-1			-1											1		2	1		100												普通,卢米纳尔,腿部					1		20043				
100071001	背部1	5	1	0	0	1	9999	1	-1			-1											1		2	1		100												普通,卢米纳尔,背部					1		20044				
100090101	“双头魔犬”脉冲照射炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	射程较远、射速较慢的重离子脉冲照射炮。											普通,德拉姆,主武器					1		20104		644		
100090102	“涅索斯”离子爆破炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	命中时会发生爆炸的重离子爆破炮，爆炸残留物质可造成持续伤害。											普通,德拉姆,主武器					1		20105		562		
100090103	“拉冬”分束炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	发射霰弹弹幕的重离子分束炮，近距离威力绝佳。											普通,德拉姆,主武器					1		20106		738		
100090201	“双头魔犬”脉冲照射炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	射程较远、射速较慢的重离子脉冲照射炮。											普通,德拉姆,副武器					1		20107		644		
100090202	“涅索斯”离子爆破炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	命中时会发生爆炸的重离子爆破炮，爆炸残留物质可造成持续伤害。											普通,德拉姆,副武器					1		20108		562		
100090203	“拉冬”分束炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	发射霰弹弹幕的重离子分束炮，近距离威力绝佳。											普通,德拉姆,副武器					1		20109		738		
100090301	“斯库拉”点防御无人机	5	1	0		1	9999	1	-1			-1											1		2	1		100	释放定点防御无人机，展开球状力场护盾抵御攻击。											普通,德拉姆,武装1					1		20110		10920201		
100090302	“塞壬”点防御无人机	5	1	0	0	1	9999	1	-1			-1											1		2	1		100	释放定点型护盾无人机，展开球状静滞力场，可抵御攻击或限制移动。											普通,德拉姆,武装1					1		20111		927		
100090401	“卡律布狄斯”炮台无人机	5	1	0		1	9999	1	-1			-1											1		2	1		100	释放定点型悬浮无人机，持续发射重离子束，能够同时打击区域内多个敌方目标。											普通,德拉姆,武装3					1		20112		1065		
100090402	“刻托”增幅单元	5	1	0	0	1	9999	1	-1			-1											1		2	1		100	短时间内大幅强化载机和周围友机的重离子武器伤害、流体护盾回复速度和能量回复速度。											普通,德拉姆,武装2					1		20113		571		
100090403	“革律翁”诱饵无人机	5	1	0		1	9999	1	-1			-1											1		2	1		100	释放定点型电子战无人机,干扰敌方火控,使其优先锁定无人机。							0		0		普通,德拉姆,武装2					1		20148		1497		
100090501	“百眼巨人”分束炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	多锁重离子分束炮。十二束散裂射束优先锁定机甲目标，也可拦截来袭导弹，但无法重复锁定。											普通,德拉姆,武装2					1		20114		10920101		
100090502	“百臂巨人”场反射无人机	5	1	0		1	9999	1	-1			-1											1		2	1		100	为“百眼巨人”配备反射无人机，将其散裂射束汇聚为四束，锁定数减少但威力增加。											普通,德拉姆,武装3					1		20115		10920112		
100090503	“戈尔贡”场反射无人机	5	1	0		1	9999	1	-1			-1											1		2	1		100	为“百眼巨人”配备反射无人机，将其散裂射束全部汇聚为一束，极大提高对单一目标的打击威力。											普通,德拉姆,武装3					1		20116		1073		
100090601	头部1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,德拉姆,头部					1		20025				
100090701	手臂1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,德拉姆,手臂					1		20042				
100090801	身躯1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,德拉姆,身躯					1		20026				
100090901	腿部1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,德拉姆,腿部					1		20043				
100091001	背部1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,德拉姆,背部					1		20044				
100091111	收束身管“双头魔犬”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	压缩束流截面，增加能量密度，提高武器伤害。		压缩束流截面，增加能量密度，提高武器伤害。									普通,“双头魔犬”脉冲照射炮,强化身管					1		20117				
100091121	增强解算单元“双头魔犬”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	高速运动解算，提高对运动目标的射击精度。		高速运动解算，提高对运动目标的射击精度。									普通,“双头魔犬”脉冲照射炮,改良火控					1		20118				
100091131	高容量电容“双头魔犬”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	大容量电容器，增加弹匣容量。		大容量电容器，增加弹匣容量。									普通,“双头魔犬”脉冲照射炮,弹匣改装					1		20119				
100092111	收束身管“双头魔犬”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	压缩束流截面，增加能量密度，提高武器伤害。		压缩束流截面，增加能量密度，提高武器伤害。									普通,“双头魔犬”脉冲照射炮,强化身管					1		20117				
100092121	增强解算单元“双头魔犬”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	高速运动解算，提高对运动目标的射击精度。		高速运动解算，提高对运动目标的射击精度。									普通,“双头魔犬”脉冲照射炮,改良火控					1		20118				
100092131	高容量电容“双头魔犬”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	大容量电容器，增加弹匣容量。		大容量电容器，增加弹匣容量。									普通,“双头魔犬”脉冲照射炮,弹匣改装					1		20119				
100094111	电荷补偿身管“百眼巨人”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	精确中和电性，抑制离子发散，提高武器射程。		精确中和电性，抑制离子发散，提高武器射程。									普通,“百眼巨人”分束炮,强化身管					1		20120				
100094121	辅助充能单元“百眼巨人”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	提供额外电力，加快武器充能。		提供额外电力，加快武器充能。									普通,“百眼巨人”分束炮,供能升级					1		20121				
100094131	大容量磁镜“百眼巨人”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	大型离子容器，提高投射质量，增加武器伤害。		大型离子容器，提高投射质量，增加武器伤害。									普通,“百眼巨人”分束炮,改良火控					1		20122				
100120101	“先锋”破障突击炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	高伤害的大口径榴弹炮，发射高爆弹轰击目标。											普通,赤霄,主武器					1		20123		11210501		
100120102	“惊涛”重型照射炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	能以蓄能射束引发大爆炸的重离子照射炮，也具备快速连射能力。											普通,赤霄,主武器					1		20124		198		
100120201	“摧星”感应战斧	5	1	0		1	9999	1	-1			-1											1		2	1		100	近战武器，攻击伤害较高、冲击力强。											普通,赤霄,副武器					1		20125		11210401		
100120202	“先锋”破障突击炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	高伤害的大口径榴弹炮，发射高爆弹轰击目标。											普通,赤霄,副武器					1		20123		11210501		
100120203	“甲光”模块化护盾	5	1	0		1	9999	1	-1			-1											1		2	1		100	举起盾牌防御前方攻击，盾牌收起时重新充能。											普通,赤霄,副武器					1		20126		234		
100120301	“织女”防御力场	5	1	0		1	9999	1	-1			-1											1		2	1		100	展开力场护盾，抵御大部分远程武器的攻击。											普通,赤霄,武装1					1		20127		18220101		
100120401	“箭雨”导弹荚舱	5	1	0		1	9999	1	-1			-1											1		2	1		100	发射多锁导弹，每颗高爆导弹分别攻击各个目标。											普通,赤霄,武装2					1		20128		18230101		
100120402	“水渊”导弹荚舱	5	1	0		1	9999	1	-1			-1											1		2	1		100	对锁定目标连续发射大量小型高爆导弹。											普通,赤霄,武装2					1		20129		11240901		
100120403	“鸣弦”导弹荚舱	5	1	0		1	9999	1	-1			-1											1		2	1		100	对锁定目标连续发射多枚高速导弹。											普通,赤霄,武装2					1		20155		1458		
100120501	“惊蛰”能量破坏炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	持续攻击目标的重离子照射炮，破坏力随照射时间迅速放大。											普通,赤霄,武装3					1		20130		18210101		
100120502	“焚雷”电磁炮	5	1	0		1	9999	1	-1			-1											1		2	1		100	高伤害、强冲击力的电磁炮。											普通,赤霄,武装3					1		20131		11250901		
100120601	头部1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,赤霄,头部					1		20025				
100120701	手臂1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,赤霄,手臂					1		20042				
100120801	身躯1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,赤霄,身躯					1		20026				
100120901	腿部1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,赤霄,腿部					1		20043				
100121001	背部1	5	1	0		1	9999	1	-1			-1											1		2	1		100												普通,赤霄,背部					1		20044				
100121111	精密身管“先锋”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	减小弹头章动，提高武器伤害。		减小弹头章动，提高武器伤害。									普通,“先锋”破障突击炮,强化身管					1		20132				
100121121	增强解算单元“先锋”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	高速运动解算，提高对运动目标的射击精度。		高速运动解算，提高对运动目标的射击精度。									普通,“先锋”破障突击炮,改良火控					1		20133				
100121131	大型弹匣“先锋”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	大容量弹匣，增加弹匣容量。		大容量弹匣，增加弹匣容量。									普通,“先锋”破障突击炮,弹匣改装					1		20134				
100122211	精密身管“先锋”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	减小弹头章动，提高武器伤害。		减小弹头章动，提高武器伤害。									普通,“先锋”破障突击炮,强化身管					1		20132				
100122221	增强解算单元“先锋”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	高速运动解算，提高对运动目标的射击精度。		高速运动解算，提高对运动目标的射击精度。									普通,“先锋”破障突击炮,改良火控					1		20133				
100122231	大型弹匣“先锋”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	大容量弹匣，增加弹匣容量。		大容量弹匣，增加弹匣容量。									普通,“先锋”破障突击炮,弹匣改装					1		20134				
100124111	增强解算单元“箭雨”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	高速运动解算，提高对运动目标的射击精度。		高速运动解算，提高对运动目标的射击精度。									普通,“箭雨”导弹荚舱,改良火控					1		20135				
100124121	辅助散热装置“箭雨”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	强化散热效率，缩短冷却时间。		强化散热效率，缩短冷却时间。									普通,“箭雨”导弹荚舱,改良散热					1		20136				
100124131	高爆导弹弹箱“箭雨”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	换装高爆导弹，增加爆炸伤害。		换装高爆导弹，增加爆炸伤害。									普通,“箭雨”导弹荚舱,弹匣改装					1		20137				
100125111	电荷补偿身管“惊蛰”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	精确中和电性，抑制离子发散，提高武器射程。		精确中和电性，抑制离子发散，提高武器射程。									普通,“惊蛰”能量破坏炮,强化身管					1		20138				
100125121	大容量磁镜“惊蛰”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	大型离子容器，提高投射质量，增加武器伤害。		大型离子容器，提高投射质量，增加武器伤害。									普通,“惊蛰”能量破坏炮,供能升级					1		20139				
100125131	辅助充能单元“惊蛰”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	提供额外电力，加快武器充能。		提供额外电力，加快武器充能。									普通,“惊蛰”能量破坏炮,供能升级					1		20140				
100125211	加长身管“焚雷”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	加速线圈更多，武器射程更远。		加速线圈更多，武器射程更远。									普通,“焚雷”电磁炮,强化身管					1		20141				
100125221	高爆箭弹弹匣“焚雷”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	换装高爆箭弹，提高爆炸威力。		换装高爆箭弹，提高爆炸威力。									普通,“焚雷”电磁炮,改良火控					1		20142				
100125231	辅助充能单元“焚雷”	3	1	1	0	1	1000	1	-1			-1									1		1		1	1		100	提供额外电力，加快武器充能。		提供额外电力，加快武器充能。									普通,“焚雷”电磁炮,供能升级					1		20143				
200000001	压测道具1	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000002	压测道具2	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000003	压测道具3	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000004	压测道具4	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000005	压测道具5	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000006	压测道具6	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000007	压测道具7	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000008	压测道具8	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000009	压测道具9	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000010	压测道具10	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000011	压测道具11	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000012	压测道具12	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000013	压测道具13	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000014	压测道具14	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000015	压测道具15	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000016	压测道具16	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000017	压测道具17	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000018	压测道具18	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000019	压测道具19	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000020	压测道具20	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000021	压测道具21	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000022	压测道具22	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000023	压测道具23	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000024	压测道具24	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000025	压测道具25	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000026	压测道具26	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000027	压测道具27	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000028	压测道具28	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000029	压测道具29	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000030	压测道具30	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000031	压测道具31	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000032	压测道具32	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000033	压测道具33	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000034	压测道具34	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000035	压测道具35	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000036	压测道具36	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000037	压测道具37	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000038	压测道具38	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000039	压测道具39	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000040	压测道具40	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000041	压测道具41	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000042	压测道具42	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000043	压测道具43	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000044	压测道具44	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000045	压测道具45	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000046	压测道具46	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000047	压测道具47	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000048	压测道具48	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000049	压测道具49	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000050	压测道具50	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000051	压测道具51	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000052	压测道具52	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000053	压测道具53	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000054	压测道具54	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000055	压测道具55	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000056	压测道具56	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000057	压测道具57	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000058	压测道具58	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000059	压测道具59	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000060	压测道具60	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000061	压测道具61	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000062	压测道具62	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000063	压测道具63	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000064	压测道具64	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000065	压测道具65	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000066	压测道具66	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000067	压测道具67	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000068	压测道具68	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000069	压测道具69	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000070	压测道具70	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000071	压测道具71	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000072	压测道具72	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000073	压测道具73	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000074	压测道具74	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000075	压测道具75	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000076	压测道具76	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000077	压测道具77	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000078	压测道具78	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000079	压测道具79	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000080	压测道具80	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000081	压测道具81	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000082	压测道具82	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000083	压测道具83	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000084	压测道具84	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000085	压测道具85	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000086	压测道具86	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000087	压测道具87	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000088	压测道具88	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000089	压测道具89	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000090	压测道具90	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000091	压测道具91	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000092	压测道具92	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000093	压测道具93	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000094	压测道具94	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000095	压测道具95	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000096	压测道具96	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000097	压测道具97	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000098	压测道具98	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000099	压测道具99	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
200000100	压测道具100	1	2	1	1	9999	9999	1	-1			-1									4	100	1		2	1		100								1				稀有,,					1		20002				
610040101	“先锋”破障突击炮	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,主武器					1		20123				
610040201	“摧星”感应战斧	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,副武器					1		20125				
610040301	“织女”电磁防御力场	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,特殊武器1					1		20127				
610040401	“箭雨”导弹荚舱	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,特殊武器2					1		20128				
610040501	“惊蛰”能量破坏炮	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,特殊武器3					1		20130				
610040601	头部1	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,头部					1		20025				
610040701	手臂1	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,手臂					1		20042				
610040801	身躯1	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,身躯					1		20026				
610040901	腿部1	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,腿部					1		20043				
610041001	背部1	5	1	0		1	9999		-1			-1											1		2															普通,赤霄换装测试,背部					1		20044				
610041002	佣金订单：护送	1	2	0	0	1	1	1	-1			-1			1								1		1				护送Npc从A地到达B地							1			1062	稀有,,					1	1	20029	20029			
610041003	佣金订单：保护	1	2	0	0	1	1	1	-1			-1			1								1		1				坚持保护Npc指定时间							1			1144	稀有,,					1	1	20029	20029			
610041004	佣金订单：占领	1	2	0	0	1	1	1	-1			-1			1								1		1				攻占指定位置的炮台							1			1705	稀有,,					1	1	20029	20029			
610041005	佣金订单：探索	1	2	0	0	1	1	1	-1			-1			1								1		1				到达指定区域							1			1706	稀有,,					1	1	20029	20029			
610041006	佣金订单：寻找	1	2	0	0	1	1	1	-1			-1			1								1		1				找到特定可交互Doodad							1			1707	稀有,,					1	1	20029	20029			
610041007	佣金订单：采集	1	2	0	0	1	1	1	-1			-1			1								1		1				收集指定道具给对应Npc							1			1708	稀有,,					1	1	20029	20029			
610041008	佣金订单：对话	1	2	0	0	1	1	1	-1			-1			1								1		1				和多个Npc进行对话							1			1709	稀有,,					1	1	20029	20029			
610041009	佣金订单：防守	1	2	0	0	1	1	1	-1			-1			1								1		1				占领指定区域，并维持一定时间							1			1710	稀有,,					1	1	20029	20029			
610041010	佣金订单：却敌	1	2	0	0	1	1	1	-1			-1			1								1		1				击杀指定数量的对应Npc							1			1711	稀有,,					1	1	20029	20029			
610041011	佣金订单：实验	1	2	0	0	1	1	1	-1			-1			1								1		1				使用xx道具多少次							1			1712	稀有,,					1	1	20029	20029			
610041012	佣金订单：拆迁	1	2	0	0	1	1	1	-1			-1			1								1		1				摧毁某块建筑							1			1713	稀有,,					1	1	20029	20029			
